GNN Probability,GT,P1,P2,Run,Idx,Acc,F1
0.49195015,1,64,65,0,69,0.333333333,0.5
0.50060153,1,64,66,0,69,0.333333333,0.5
0.4982496,0,64,67,0,69,0.333333333,0.5
0.5003385,1,65,64,0,69,0.333333333,0.5
0.49517447,1,65,68,0,69,0.333333333,0.5
0.49625847,1,65,69,0,69,0.333333333,0.5
0.50266206,1,66,64,0,69,0.333333333,0.5
0.49786133,1,66,68,0,69,0.333333333,0.5
0.49749953,1,66,70,0,69,0.333333333,0.5
0.49853492,0,67,64,0,69,0.333333333,0.5
0.50051427,1,68,65,0,69,0.333333333,0.5
0.49711943,1,68,66,0,69,0.333333333,0.5
0.5029868,1,68,70,0,69,0.333333333,0.5
0.5051973,0,68,72,0,69,0.333333333,0.5
0.5009904,0,68,8329,0,69,0.333333333,0.5
0.50091994,1,69,65,0,69,0.333333333,0.5
0.49587685,1,70,66,0,69,0.333333333,0.5
0.49749705,1,70,68,0,69,0.333333333,0.5
0.5004071,0,72,68,0,69,0.333333333,0.5
0.50175375,0,8329,68,0,69,0.333333333,0.5
0.5000866,0,373,1168,0,1174,0.153846154,0.266666667
0.49827328,1,1163,1164,0,1174,0.153846154,0.266666667
0.49747214,1,1163,1165,0,1174,0.153846154,0.266666667
0.5041053,0,1163,1166,0,1174,0.153846154,0.266666667
0.5015129,0,1163,1167,0,1174,0.153846154,0.266666667
0.5033578,1,1164,1163,0,1174,0.153846154,0.266666667
0.49689415,1,1164,1168,0,1174,0.153846154,0.266666667
0.5019757,1,1165,1163,0,1174,0.153846154,0.266666667
0.49662724,1,1165,1168,0,1174,0.153846154,0.266666667
0.50061154,1,1165,1173,0,1174,0.153846154,0.266666667
0.49550194,1,1165,1174,0,1174,0.153846154,0.266666667
0.5056311,0,1165,5951,0,1174,0.153846154,0.266666667
0.50060415,0,1166,1163,0,1174,0.153846154,0.266666667
0.50129133,0,1167,1163,0,1174,0.153846154,0.266666667
0.49751863,0,1168,373,0,1174,0.153846154,0.266666667
0.5015222,1,1168,1164,0,1174,0.153846154,0.266666667
0.49756804,1,1168,1165,0,1174,0.153846154,0.266666667
0.49594125,1,1168,1173,0,1174,0.153846154,0.266666667
0.502505,0,1168,1175,0,1174,0.153846154,0.266666667
0.49945998,0,1168,1176,0,1174,0.153846154,0.266666667
0.5001769,0,1168,10345,0,1174,0.153846154,0.266666667
0.49953574,1,1173,1165,0,1174,0.153846154,0.266666667
0.49948066,1,1173,1168,0,1174,0.153846154,0.266666667
0.5013552,0,1173,9800,0,1174,0.153846154,0.266666667
0.49446288,1,1174,1165,0,1174,0.153846154,0.266666667
0.49900302,0,1175,1168,0,1174,0.153846154,0.266666667
0.5009253,0,1176,1168,0,1174,0.153846154,0.266666667
0.50136256,0,5943,5951,0,1174,0.153846154,0.266666667
0.503026,0,5951,1165,0,1174,0.153846154,0.266666667
0.4995398,0,5951,5943,0,1174,0.153846154,0.266666667
0.49762258,0,9800,1173,0,1174,0.153846154,0.266666667
0.49744135,0,10345,1168,0,1174,0.153846154,0.266666667
0.5038139,1,1230,1231,0,1240,0.222222222,0.363636364
0.500963,1,1230,1232,0,1240,0.222222222,0.363636364
0.4996165,1,1231,1230,0,1240,0.222222222,0.363636364
0.4971966,1,1231,1236,0,1240,0.222222222,0.363636364
0.5003977,1,1232,1230,0,1240,0.222222222,0.363636364
0.49759194,1,1232,1236,0,1240,0.222222222,0.363636364
0.49349898,1,1232,1237,0,1240,0.222222222,0.363636364
0.49948162,0,1232,1238,0,1240,0.222222222,0.363636364
0.5001092,0,1232,1239,0,1240,0.222222222,0.363636364
0.49645883,1,1236,1231,0,1240,0.222222222,0.363636364
0.4960866,1,1236,1232,0,1240,0.222222222,0.363636364
0.49600187,1,1236,1237,0,1240,0.222222222,0.363636364
0.49594077,1,1236,1240,0,1240,0.222222222,0.363636364
0.497887,0,1236,1241,0,1240,0.222222222,0.363636364
0.4969023,1,1237,1232,0,1240,0.222222222,0.363636364
0.49878222,1,1237,1236,0,1240,0.222222222,0.363636364
0.49851313,0,1237,1242,0,1240,0.222222222,0.363636364
0.49927458,0,1237,3765,0,1240,0.222222222,0.363636364
0.49975264,0,1238,1232,0,1240,0.222222222,0.363636364
0.49685997,0,1239,1232,0,1240,0.222222222,0.363636364
0.50056463,1,1240,1236,0,1240,0.222222222,0.363636364
0.4987195,0,1241,1236,0,1240,0.222222222,0.363636364
0.4981503,0,1241,9597,0,1240,0.222222222,0.363636364
0.501022,0,1242,1237,0,1240,0.222222222,0.363636364
0.5019985,0,3765,1237,0,1240,0.222222222,0.363636364
0.50238276,0,9597,1241,0,1240,0.222222222,0.363636364
0.5046004,1,2325,2326,0,2330,0.4,0.571428571
0.49623638,1,2325,2327,0,2330,0.4,0.571428571
0.49777004,0,2325,2328,0,2330,0.4,0.571428571
0.49879378,0,2325,8467,0,2330,0.4,0.571428571
0.49961102,1,2326,2325,0,2330,0.4,0.571428571
0.5040712,1,2326,2329,0,2330,0.4,0.571428571
0.49915522,1,2326,2330,0,2330,0.4,0.571428571
0.499504,1,2327,2325,0,2330,0.4,0.571428571
0.4980459,1,2327,2329,0,2330,0.4,0.571428571
0.5009786,1,2327,2331,0,2330,0.4,0.571428571
0.4999839,0,2328,2325,0,2330,0.4,0.571428571
0.49784297,1,2329,2326,0,2330,0.4,0.571428571
0.4968163,1,2329,2327,0,2330,0.4,0.571428571
0.5048662,1,2329,2331,0,2330,0.4,0.571428571
0.49741763,0,2329,2334,0,2330,0.4,0.571428571
0.5006968,0,2329,2335,0,2330,0.4,0.571428571
0.500236,1,2330,2326,0,2330,0.4,0.571428571
0.49768937,1,2331,2327,0,2330,0.4,0.571428571
0.5007412,1,2331,2329,0,2330,0.4,0.571428571
0.49920127,0,2334,2329,0,2330,0.4,0.571428571
0.49677864,0,2335,2329,0,2330,0.4,0.571428571
0.4983506,0,8467,2325,0,2330,0.4,0.571428571
0.4988079,1,2563,2564,0,2566,0.294117647,0.454545455
0.4946546,1,2563,2565,0,2566,0.294117647,0.454545455
0.49796015,1,2563,2566,0,2566,0.294117647,0.454545455
0.49764556,1,2564,2563,0,2566,0.294117647,0.454545455
0.5002829,1,2564,2567,0,2566,0.294117647,0.454545455
0.50039303,0,2564,9452,0,2566,0.294117647,0.454545455
0.49762106,1,2565,2563,0,2566,0.294117647,0.454545455
0.50755006,1,2565,2567,0,2566,0.294117647,0.454545455
0.49352998,1,2565,2568,0,2566,0.294117647,0.454545455
0.49990574,0,2565,2673,0,2566,0.294117647,0.454545455
0.5004305,0,2565,13080,0,2566,0.294117647,0.454545455
0.49977058,1,2566,2563,0,2566,0.294117647,0.454545455
0.4970655,1,2567,2564,0,2566,0.294117647,0.454545455
0.4986724,1,2567,2565,0,2566,0.294117647,0.454545455
0.50065506,1,2567,2568,0,2566,0.294117647,0.454545455
0.5012187,1,2568,2565,0,2566,0.294117647,0.454545455
0.5002878,1,2568,2567,0,2566,0.294117647,0.454545455
0.49297312,0,2673,2565,0,2566,0.294117647,0.454545455
0.50537515,0,9452,2564,0,2566,0.294117647,0.454545455
0.49277213,0,13080,2565,0,2566,0.294117647,0.454545455
0.49724403,0,261,3926,0,3931,0.363636364,0.533333333
0.49485934,0,3926,261,0,3931,0.363636364,0.533333333
0.4973143,1,3926,3927,0,3931,0.363636364,0.533333333
0.50344074,1,3926,3928,0,3931,0.363636364,0.533333333
0.49573913,0,3926,3929,0,3931,0.363636364,0.533333333
0.5001869,1,3927,3926,0,3931,0.363636364,0.533333333
0.499599,1,3927,3930,0,3931,0.363636364,0.533333333
0.50129634,1,3927,3931,0,3931,0.363636364,0.533333333
0.49748057,0,3927,10409,0,3931,0.363636364,0.533333333
0.4983102,1,3928,3926,0,3931,0.363636364,0.533333333
0.5005114,1,3928,3930,0,3931,0.363636364,0.533333333
0.5018075,1,3928,3932,0,3931,0.363636364,0.533333333
0.50051415,0,3929,3926,0,3931,0.363636364,0.533333333
0.5045176,1,3930,3927,0,3931,0.363636364,0.533333333
0.49316618,1,3930,3928,0,3931,0.363636364,0.533333333
0.5001057,1,3930,3932,0,3931,0.363636364,0.533333333
0.5023121,0,3930,3935,0,3931,0.363636364,0.533333333
0.50048375,0,3930,3936,0,3931,0.363636364,0.533333333
0.500282,0,3930,6634,0,3931,0.363636364,0.533333333
0.4963604,1,3931,3927,0,3931,0.363636364,0.533333333
0.49841833,1,3932,3928,0,3931,0.363636364,0.533333333
0.50065637,1,3932,3930,0,3931,0.363636364,0.533333333
0.5017436,0,3935,3930,0,3931,0.363636364,0.533333333
