,P1,P2,Prob
0,tensor(6589),tensor(6590),tensor(0.6618)
1,tensor(6589),tensor(6591),tensor(0.6693)
2,tensor(6590),tensor(6589),tensor(0.6421)
3,tensor(6590),tensor(6592),tensor(0.6687)
4,tensor(6591),tensor(6589),tensor(0.6681)
5,tensor(6591),tensor(6592),tensor(0.6916)
6,tensor(6591),tensor(6598),tensor(0.6671)
7,tensor(6591),tensor(6599),tensor(0.7185)
8,tensor(6592),tensor(6590),tensor(0.6482)
9,tensor(6592),tensor(6591),tensor(0.6533)
10,tensor(6592),tensor(6598),tensor(0.6224)
11,tensor(6592),tensor(6600),tensor(0.7507)
12,tensor(6598),tensor(6591),tensor(0.6434)
13,tensor(6598),tensor(6592),tensor(0.6327)
14,tensor(6599),tensor(6591),tensor(0.6373)
15,tensor(6600),tensor(6592),tensor(0.6718)
