,P1,P2,Prob
0,tensor(730),tensor(7064),tensor(0.2206)
1,tensor(1143),tensor(1144),tensor(0.1945)
2,tensor(1143),tensor(1145),tensor(0.1859)
3,tensor(1144),tensor(1143),tensor(0.0197)
4,tensor(1144),tensor(1147),tensor(0.9285)
5,tensor(1144),tensor(1148),tensor(0.0710)
6,tensor(1145),tensor(1143),tensor(0.0528)
7,tensor(1145),tensor(1147),tensor(0.9752)
8,tensor(1145),tensor(1149),tensor(0.0542)
9,tensor(1145),tensor(1150),tensor(0.0448)
10,tensor(1145),tensor(7390),tensor(0.0677)
11,tensor(1145),tensor(9096),tensor(0.0532)
12,tensor(1147),tensor(1144),tensor(0.1996)
13,tensor(1147),tensor(1145),tensor(0.1940)
14,tensor(1147),tensor(1149),tensor(0.2485)
15,tensor(1147),tensor(1151),tensor(0.1616)
16,tensor(1147),tensor(1152),tensor(0.1652)
17,tensor(1147),tensor(1153),tensor(0.1990)
18,tensor(1147),tensor(3377),tensor(0.1534)
19,tensor(1147),tensor(3795),tensor(0.2007)
20,tensor(1148),tensor(1144),tensor(0.1755)
21,tensor(1149),tensor(1145),tensor(0.0439)
22,tensor(1149),tensor(1147),tensor(0.9754)
23,tensor(1149),tensor(1154),tensor(0.0669)
24,tensor(1149),tensor(1155),tensor(0.0446)
25,tensor(1149),tensor(9828),tensor(0.0435)
26,tensor(1150),tensor(1145),tensor(0.1751)
27,tensor(1151),tensor(1147),tensor(0.2462)
28,tensor(1152),tensor(1147),tensor(0.3202)
29,tensor(1152),tensor(3105),tensor(0.0006)
30,tensor(1153),tensor(1147),tensor(0.6854)
31,tensor(1153),tensor(7068),tensor(0.0046)
32,tensor(1154),tensor(1149),tensor(0.2131)
33,tensor(1155),tensor(1149),tensor(0.2250)
34,tensor(3105),tensor(1152),tensor(0.1676)
35,tensor(3372),tensor(3377),tensor(0.1331)
36,tensor(3377),tensor(1147),tensor(0.3113)
37,tensor(3377),tensor(3372),tensor(0.0003)
38,tensor(3793),tensor(3795),tensor(0.2077)
39,tensor(3794),tensor(3795),tensor(0.1770)
40,tensor(3794),tensor(3797),tensor(0.2499)
41,tensor(3795),tensor(1147),tensor(0.9868)
42,tensor(3795),tensor(3793),tensor(0.0929)
43,tensor(3795),tensor(3794),tensor(0.0833)
44,tensor(3795),tensor(3797),tensor(0.1221)
45,tensor(3795),tensor(3798),tensor(0.1084)
46,tensor(3795),tensor(3799),tensor(0.0924)
47,tensor(3795),tensor(3800),tensor(0.0661)
48,tensor(3795),tensor(3801),tensor(0.0746)
49,tensor(3795),tensor(3802),tensor(0.0780)
50,tensor(3797),tensor(3794),tensor(0.2076)
51,tensor(3797),tensor(3795),tensor(0.2015)
52,tensor(3798),tensor(3795),tensor(0.1661)
53,tensor(3799),tensor(3795),tensor(0.1885)
54,tensor(3800),tensor(3795),tensor(0.1971)
55,tensor(3801),tensor(3795),tensor(0.2473)
56,tensor(3802),tensor(3795),tensor(0.2321)
57,tensor(7059),tensor(7061),tensor(0.1799)
58,tensor(7059),tensor(7064),tensor(0.2135)
59,tensor(7061),tensor(7059),tensor(0.1582)
60,tensor(7061),tensor(7064),tensor(0.1662)
61,tensor(7064),tensor(730),tensor(0.1605)
62,tensor(7064),tensor(7059),tensor(0.1852)
63,tensor(7064),tensor(7061),tensor(0.1609)
64,tensor(7064),tensor(7067),tensor(0.2398)
65,tensor(7064),tensor(7068),tensor(0.2759)
66,tensor(7064),tensor(7069),tensor(0.2026)
67,tensor(7064),tensor(11544),tensor(0.1824)
68,tensor(7067),tensor(7064),tensor(0.2355)
69,tensor(7068),tensor(1153),tensor(0.1730)
70,tensor(7068),tensor(7064),tensor(0.1989)
71,tensor(7069),tensor(7064),tensor(0.2433)
72,tensor(7390),tensor(1145),tensor(0.1851)
73,tensor(9096),tensor(1145),tensor(0.2172)
74,tensor(9828),tensor(1149),tensor(0.2466)
75,tensor(11544),tensor(7064),tensor(0.1965)
