,P1,P2,Prob
0,tensor(74),tensor(10071),tensor(0.3927)
1,tensor(605),tensor(609),tensor(0.4163)
2,tensor(609),tensor(605),tensor(0.3873)
3,tensor(609),tensor(6130),tensor(0.3552)
4,tensor(609),tensor(10493),tensor(0.3712)
5,tensor(1453),tensor(9636),tensor(0.3198)
6,tensor(2544),tensor(10073),tensor(0.3940)
7,tensor(2688),tensor(2690),tensor(0.3022)
8,tensor(2689),tensor(2690),tensor(0.3511)
9,tensor(2689),tensor(2693),tensor(0.3722)
10,tensor(2690),tensor(2688),tensor(0.3875)
11,tensor(2690),tensor(2689),tensor(0.3514)
12,tensor(2690),tensor(2693),tensor(0.3658)
13,tensor(2690),tensor(2694),tensor(0.3353)
14,tensor(2690),tensor(4586),tensor(0.3653)
15,tensor(2690),tensor(8299),tensor(0.2954)
16,tensor(2693),tensor(2689),tensor(0.4352)
17,tensor(2693),tensor(2690),tensor(0.4322)
18,tensor(2694),tensor(2690),tensor(0.3669)
19,tensor(2716),tensor(10068),tensor(0.4243)
20,tensor(4583),tensor(4584),tensor(0.3567)
21,tensor(4583),tensor(4585),tensor(0.3139)
22,tensor(4583),tensor(4586),tensor(0.3974)
23,tensor(4583),tensor(4642),tensor(0.4149)
24,tensor(4584),tensor(4583),tensor(0.3458)
25,tensor(4585),tensor(4583),tensor(0.3209)
26,tensor(4586),tensor(2690),tensor(0.3682)
27,tensor(4586),tensor(4583),tensor(0.3510)
28,tensor(4586),tensor(9935),tensor(0.3244)
29,tensor(4586),tensor(10070),tensor(0.3721)
30,tensor(4586),tensor(11227),tensor(0.2952)
31,tensor(4642),tensor(4583),tensor(0.3003)
32,tensor(4660),tensor(9935),tensor(0.3057)
33,tensor(5805),tensor(5808),tensor(0.3123)
34,tensor(5808),tensor(5805),tensor(0.0007)
35,tensor(5808),tensor(10066),tensor(0.4820)
36,tensor(5901),tensor(11227),tensor(0.3262)
37,tensor(6032),tensor(6040),tensor(0.3270)
38,tensor(6040),tensor(6032),tensor(0.2956)
39,tensor(6040),tensor(10493),tensor(0.3695)
40,tensor(6099),tensor(7525),tensor(0.3167)
41,tensor(6130),tensor(609),tensor(0.3937)
42,tensor(7523),tensor(7525),tensor(0.3279)
43,tensor(7524),tensor(7525),tensor(0.3029)
44,tensor(7524),tensor(7527),tensor(0.3928)
45,tensor(7525),tensor(6099),tensor(0.3065)
46,tensor(7525),tensor(7523),tensor(0.3402)
47,tensor(7525),tensor(7524),tensor(0.3581)
48,tensor(7525),tensor(7527),tensor(0.4008)
49,tensor(7525),tensor(9639),tensor(0.3973)
50,tensor(7527),tensor(7524),tensor(0.3533)
51,tensor(7527),tensor(7525),tensor(0.3132)
52,tensor(8053),tensor(13142),tensor(0.3698)
53,tensor(8299),tensor(2690),tensor(0.3127)
54,tensor(8795),tensor(9935),tensor(0.3129)
55,tensor(9385),tensor(9387),tensor(0.4035)
56,tensor(9386),tensor(9387),tensor(0.4235)
57,tensor(9386),tensor(9390),tensor(0.3684)
58,tensor(9387),tensor(9385),tensor(0.3945)
59,tensor(9387),tensor(9386),tensor(0.4349)
60,tensor(9387),tensor(9390),tensor(0.3919)
61,tensor(9387),tensor(9946),tensor(0.3761)
62,tensor(9387),tensor(10493),tensor(0.4260)
63,tensor(9390),tensor(9386),tensor(0.4137)
64,tensor(9390),tensor(9387),tensor(0.4161)
65,tensor(9635),tensor(9636),tensor(0.3217)
66,tensor(9636),tensor(1453),tensor(0.3420)
67,tensor(9636),tensor(9635),tensor(0.3638)
68,tensor(9636),tensor(9638),tensor(0.3342)
69,tensor(9636),tensor(9639),tensor(0.3808)
70,tensor(9638),tensor(9636),tensor(0.3618)
71,tensor(9639),tensor(7525),tensor(0.3316)
72,tensor(9639),tensor(9636),tensor(0.3566)
73,tensor(9639),tensor(10070),tensor(0.3824)
74,tensor(9639),tensor(13142),tensor(0.3807)
75,tensor(9934),tensor(9935),tensor(0.2912)
76,tensor(9935),tensor(4586),tensor(0.3644)
77,tensor(9935),tensor(4660),tensor(0.3908)
78,tensor(9935),tensor(8795),tensor(0.3292)
79,tensor(9935),tensor(9934),tensor(0.2943)
80,tensor(9935),tensor(11121),tensor(0.3332)
81,tensor(9946),tensor(9387),tensor(0.4277)
82,tensor(10063),tensor(10064),tensor(0.3586)
83,tensor(10063),tensor(10065),tensor(0.4098)
84,tensor(10064),tensor(10063),tensor(0.0174)
85,tensor(10064),tensor(10066),tensor(0.8854)
86,tensor(10064),tensor(10067),tensor(0.0101)
87,tensor(10065),tensor(10063),tensor(0.0139)
88,tensor(10065),tensor(10066),tensor(0.8594)
89,tensor(10065),tensor(10068),tensor(0.0093)
90,tensor(10066),tensor(5808),tensor(0.3883)
91,tensor(10066),tensor(10064),tensor(0.4029)
92,tensor(10066),tensor(10065),tensor(0.4573)
93,tensor(10066),tensor(10068),tensor(0.4425)
94,tensor(10066),tensor(10069),tensor(0.4070)
95,tensor(10066),tensor(10070),tensor(0.3791)
96,tensor(10066),tensor(10071),tensor(0.3815)
97,tensor(10066),tensor(10072),tensor(0.3639)
98,tensor(10066),tensor(10073),tensor(0.3720)
99,tensor(10066),tensor(11771),tensor(0.3617)
100,tensor(10067),tensor(10064),tensor(0.3895)
101,tensor(10068),tensor(2716),tensor(0.0196)
102,tensor(10068),tensor(10065),tensor(0.0233)
103,tensor(10068),tensor(10066),tensor(0.9501)
104,tensor(10068),tensor(10074),tensor(0.0248)
105,tensor(10069),tensor(10066),tensor(0.4100)
106,tensor(10070),tensor(4586),tensor(0.0199)
107,tensor(10070),tensor(9639),tensor(0.0196)
108,tensor(10070),tensor(10066),tensor(0.9559)
