,P1,P2,Prob
0,tensor(286),tensor(2956),tensor(0.1612)
1,tensor(521),tensor(5945),tensor(0.5202)
2,tensor(1237),tensor(5942),tensor(0.2800)
3,tensor(1513),tensor(5946),tensor(0.1398)
4,tensor(2204),tensor(2210),tensor(0.1426)
5,tensor(2205),tensor(2210),tensor(0.1539)
6,tensor(2205),tensor(2211),tensor(0.1238)
7,tensor(2210),tensor(2204),tensor(0.1261)
8,tensor(2210),tensor(2205),tensor(0.1770)
9,tensor(2210),tensor(2211),tensor(0.1333)
10,tensor(2210),tensor(2213),tensor(0.1626)
11,tensor(2210),tensor(8591),tensor(0.1482)
12,tensor(2211),tensor(2205),tensor(0.1404)
13,tensor(2211),tensor(2210),tensor(0.1313)
14,tensor(2213),tensor(2210),tensor(0.0398)
15,tensor(2213),tensor(5830),tensor(0.9987)
16,tensor(2213),tensor(6677),tensor(0.0428)
17,tensor(2563),tensor(2564),tensor(0.1545)
18,tensor(2564),tensor(2563),tensor(0.1403)
19,tensor(2564),tensor(2567),tensor(0.1153)
20,tensor(2564),tensor(5834),tensor(0.1539)
21,tensor(2564),tensor(8531),tensor(0.1251)
22,tensor(2564),tensor(12188),tensor(0.1332)
23,tensor(2567),tensor(2564),tensor(0.1578)
24,tensor(2953),tensor(2956),tensor(0.1258)
25,tensor(2954),tensor(2956),tensor(0.1646)
26,tensor(2954),tensor(2958),tensor(0.1723)
27,tensor(2956),tensor(286),tensor(0.1449)
28,tensor(2956),tensor(2953),tensor(0.1203)
29,tensor(2956),tensor(2954),tensor(0.1447)
30,tensor(2956),tensor(2958),tensor(0.1818)
31,tensor(2956),tensor(2960),tensor(0.1529)
32,tensor(2956),tensor(2961),tensor(0.1465)
33,tensor(2956),tensor(5835),tensor(0.1628)
34,tensor(2956),tensor(8203),tensor(0.1437)
35,tensor(2958),tensor(2954),tensor(0.1413)
36,tensor(2958),tensor(2956),tensor(0.1755)
37,tensor(2960),tensor(2956),tensor(0.1665)
38,tensor(2961),tensor(2956),tensor(0.1718)
39,tensor(3055),tensor(5833),tensor(0.2351)
40,tensor(3840),tensor(5826),tensor(0.1733)
41,tensor(4124),tensor(7310),tensor(0.1748)
42,tensor(5826),tensor(3840),tensor(0.1384)
43,tensor(5826),tensor(5827),tensor(0.1597)
44,tensor(5826),tensor(5828),tensor(0.1318)
45,tensor(5827),tensor(5826),tensor(0.1160)
46,tensor(5827),tensor(5829),tensor(0.1094)
47,tensor(5828),tensor(5826),tensor(0.0850)
48,tensor(5828),tensor(5829),tensor(0.0769)
49,tensor(5828),tensor(5830),tensor(0.9995)
50,tensor(5828),tensor(5831),tensor(0.1394)
51,tensor(5828),tensor(5832),tensor(0.2320)
52,tensor(5828),tensor(7460),tensor(0.0731)
53,tensor(5829),tensor(5827),tensor(0.0716)
54,tensor(5829),tensor(5828),tensor(0.0536)
55,tensor(5829),tensor(5830),tensor(0.9989)
56,tensor(5829),tensor(5833),tensor(0.0784)
57,tensor(5830),tensor(2213),tensor(0.1476)
58,tensor(5830),tensor(5828),tensor(0.1545)
59,tensor(5830),tensor(5829),tensor(0.1434)
60,tensor(5830),tensor(5834),tensor(0.1595)
61,tensor(5830),tensor(5835),tensor(0.1538)
62,tensor(5830),tensor(5943),tensor(0.2474)
63,tensor(5831),tensor(5828),tensor(0.1462)
64,tensor(5832),tensor(5828),tensor(0.1197)
65,tensor(5833),tensor(3055),tensor(0.1506)
66,tensor(5833),tensor(5829),tensor(0.1400)
67,tensor(5834),tensor(2564),tensor(0.0002)
68,tensor(5834),tensor(5830),tensor(0.5712)
69,tensor(5835),tensor(2956),tensor(0.0021)
70,tensor(5835),tensor(5830),tensor(0.9255)
71,tensor(5942),tensor(1237),tensor(0.4042)
72,tensor(5942),tensor(5943),tensor(0.5395)
73,tensor(5942),tensor(5944),tensor(0.6944)
74,tensor(5943),tensor(5830),tensor(0.9995)
75,tensor(5943),tensor(5942),tensor(0.2430)
76,tensor(5943),tensor(5945),tensor(0.4114)
77,tensor(5943),tensor(5946),tensor(0.1340)
78,tensor(5943),tensor(7310),tensor(0.1510)
79,tensor(5943),tensor(12182),tensor(0.1495)
80,tensor(5944),tensor(5942),tensor(0.7352)
81,tensor(5944),tensor(5945),tensor(0.8636)
82,tensor(5944),tensor(5947),tensor(0.8354)
83,tensor(5945),tensor(521),tensor(0.7645)
84,tensor(5945),tensor(5943),tensor(0.7765)
85,tensor(5945),tensor(5944),tensor(0.8731)
86,tensor(5945),tensor(5947),tensor(0.8673)
87,tensor(5945),tensor(5948),tensor(0.8233)
88,tensor(5946),tensor(1513),tensor(0.1781)
89,tensor(5946),tensor(5943),tensor(0.2939)
90,tensor(5947),tensor(5944),tensor(0.7945)
91,tensor(5947),tensor(5945),tensor(0.8147)
92,tensor(5948),tensor(5945),tensor(0.8888)
93,tensor(6672),tensor(6677),tensor(0.1584)
94,tensor(6677),tensor(2213),tensor(0.1358)
95,tensor(6677),tensor(6672),tensor(0.1437)
96,tensor(6677),tensor(11695),tensor(0.1062)
97,tensor(6677),tensor(11961),tensor(0.1474)
98,tensor(6677),tensor(12795),tensor(0.1234)
99,tensor(7304),tensor(7310),tensor(0.1339)
100,tensor(7310),tensor(4124),tensor(0.1449)
101,tensor(7310),tensor(5943),tensor(0.2615)
102,tensor(7310),tensor(7304),tensor(0.1378)
103,tensor(7456),tensor(7460),tensor(0.1395)
104,tensor(7460),tensor(5828),tensor(0.1628)
105,tensor(7460),tensor(7456),tensor(0.1370)
106,tensor(8203),tensor(2956),tensor(0.0956)
107,tensor(8531),tensor(2564),tensor(0.1759)
108,tensor(8591),tensor(2210),tensor(0.1568)
109,tensor(11695),tensor(6677),tensor(0.1387)
110,tensor(11961),tensor(6677),tensor(0.1388)
111,tensor(12179),tensor(12182),tensor(0.1590)
112,tensor(12182),tensor(5943),tensor(0.2526)
