,P1,P2,Prob
0,tensor(13101),tensor(13102),tensor(0.8310)
1,tensor(13101),tensor(13103),tensor(0.7519)
2,tensor(13101),tensor(13104),tensor(0.7051)
3,tensor(13102),tensor(13101),tensor(0.7529)
4,tensor(13102),tensor(13105),tensor(0.7443)
5,tensor(13102),tensor(13106),tensor(0.8262)
6,tensor(13103),tensor(13101),tensor(0.7501)
7,tensor(13103),tensor(13105),tensor(0.7443)
8,tensor(13103),tensor(13107),tensor(0.8759)
9,tensor(13104),tensor(13101),tensor(0.7038)
10,tensor(13105),tensor(13102),tensor(0.8696)
11,tensor(13105),tensor(13103),tensor(0.8077)
12,tensor(13105),tensor(13107),tensor(0.8852)
13,tensor(13106),tensor(13102),tensor(0.8646)
14,tensor(13107),tensor(13103),tensor(0.7491)
15,tensor(13107),tensor(13105),tensor(0.7068)
