,P1,P2,Prob
0,tensor(42),tensor(45),tensor(0.1839)
1,tensor(45),tensor(42),tensor(0.1347)
2,tensor(45),tensor(4480),tensor(0.1164)
3,tensor(45),tensor(12714),tensor(0.1336)
4,tensor(1603),tensor(5202),tensor(0.1482)
5,tensor(2195),tensor(12710),tensor(0.1289)
6,tensor(2430),tensor(12707),tensor(0.1322)
7,tensor(4480),tensor(45),tensor(0.1878)
8,tensor(5201),tensor(5202),tensor(0.1479)
9,tensor(5202),tensor(1603),tensor(0.1622)
10,tensor(5202),tensor(5201),tensor(0.1291)
11,tensor(5202),tensor(5204),tensor(0.1248)
12,tensor(5202),tensor(12703),tensor(0.1573)
13,tensor(5204),tensor(5202),tensor(0.1578)
14,tensor(5354),tensor(5355),tensor(0.1474)
15,tensor(5354),tensor(5356),tensor(0.1399)
16,tensor(5354),tensor(5357),tensor(0.1897)
17,tensor(5354),tensor(5358),tensor(0.1174)
18,tensor(5354),tensor(5359),tensor(0.1382)
19,tensor(5354),tensor(7830),tensor(0.1453)
20,tensor(5354),tensor(8278),tensor(0.2042)
21,tensor(5354),tensor(8348),tensor(0.1321)
22,tensor(5354),tensor(12715),tensor(0.1595)
23,tensor(5355),tensor(5354),tensor(0.1503)
24,tensor(5356),tensor(5354),tensor(0.1043)
25,tensor(5357),tensor(5354),tensor(0.1509)
26,tensor(5358),tensor(5354),tensor(0.1153)
27,tensor(5359),tensor(5354),tensor(0.1341)
28,tensor(5529),tensor(12710),tensor(0.1462)
29,tensor(5590),tensor(12707),tensor(0.1409)
30,tensor(6472),tensor(6476),tensor(0.1829)
31,tensor(6476),tensor(6472),tensor(0.1353)
32,tensor(6476),tensor(12703),tensor(0.1537)
33,tensor(7830),tensor(5354),tensor(0.1389)
34,tensor(8069),tensor(12708),tensor(0.1784)
35,tensor(8278),tensor(5354),tensor(0.1071)
36,tensor(8348),tensor(5354),tensor(0.1109)
37,tensor(9526),tensor(9530),tensor(0.1216)
38,tensor(9530),tensor(9526),tensor(0.1122)
39,tensor(9530),tensor(9823),tensor(0.1162)
40,tensor(9530),tensor(12714),tensor(0.1269)
41,tensor(9823),tensor(9530),tensor(0.1236)
42,tensor(9984),tensor(12710),tensor(0.1277)
43,tensor(10201),tensor(11112),tensor(0.1420)
44,tensor(11111),tensor(11112),tensor(0.1181)
45,tensor(11112),tensor(10201),tensor(0.1366)
46,tensor(11112),tensor(11111),tensor(0.1400)
47,tensor(11112),tensor(11114),tensor(0.1254)
48,tensor(11112),tensor(11115),tensor(0.1296)
49,tensor(11112),tensor(12716),tensor(0.1440)
50,tensor(11114),tensor(11112),tensor(0.1383)
51,tensor(11115),tensor(11112),tensor(0.1215)
52,tensor(12701),tensor(12702),tensor(0.1491)
53,tensor(12701),tensor(12703),tensor(0.1453)
54,tensor(12702),tensor(12701),tensor(0.0376)
55,tensor(12702),tensor(12704),tensor(0.9813)
56,tensor(12702),tensor(12705),tensor(0.0395)
57,tensor(12703),tensor(5202),tensor(0.0765)
58,tensor(12703),tensor(6476),tensor(0.0916)
59,tensor(12703),tensor(12701),tensor(0.0869)
60,tensor(12703),tensor(12704),tensor(0.9936)
61,tensor(12703),tensor(12706),tensor(0.0845)
62,tensor(12703),tensor(12707),tensor(0.0806)
63,tensor(12703),tensor(12708),tensor(0.0942)
64,tensor(12704),tensor(12702),tensor(0.1667)
65,tensor(12704),tensor(12703),tensor(0.1692)
66,tensor(12704),tensor(12706),tensor(0.1689)
67,tensor(12704),tensor(12709),tensor(0.1537)
68,tensor(12704),tensor(12710),tensor(0.1446)
69,tensor(12704),tensor(12711),tensor(0.1449)
70,tensor(12704),tensor(12712),tensor(0.2307)
71,tensor(12705),tensor(12702),tensor(0.1765)
72,tensor(12706),tensor(12703),tensor(0.1046)
73,tensor(12706),tensor(12704),tensor(0.9952)
74,tensor(12706),tensor(12713),tensor(0.1687)
75,tensor(12706),tensor(12714),tensor(0.0936)
76,tensor(12706),tensor(12715),tensor(0.1003)
77,tensor(12706),tensor(12716),tensor(0.1069)
78,tensor(12707),tensor(2430),tensor(0.1639)
79,tensor(12707),tensor(5590),tensor(0.1068)
80,tensor(12707),tensor(12703),tensor(0.1467)
81,tensor(12708),tensor(8069),tensor(0.1452)
82,tensor(12708),tensor(12703),tensor(0.1615)
83,tensor(12709),tensor(12704),tensor(0.3307)
84,tensor(12710),tensor(2195),tensor(0.0629)
85,tensor(12710),tensor(5529),tensor(0.0410)
86,tensor(12710),tensor(9984),tensor(0.0409)
87,tensor(12710),tensor(12704),tensor(0.9859)
88,tensor(12711),tensor(12704),tensor(0.3955)
89,tensor(12712),tensor(12704),tensor(0.3668)
90,tensor(12713),tensor(12706),tensor(0.1516)
91,tensor(12714),tensor(45),tensor(0.1695)
92,tensor(12714),tensor(9530),tensor(0.1165)
93,tensor(12714),tensor(12706),tensor(0.1552)
94,tensor(12715),tensor(5354),tensor(0.1413)
95,tensor(12715),tensor(12706),tensor(0.1674)
96,tensor(12716),tensor(11112),tensor(0.1207)
97,tensor(12716),tensor(12706),tensor(0.1590)
