,P1,P2,Prob
0,tensor(286),tensor(2956),tensor(0.3529)
1,tensor(521),tensor(5945),tensor(0.6885)
2,tensor(1237),tensor(5942),tensor(0.4777)
3,tensor(1513),tensor(5946),tensor(0.4379)
4,tensor(2204),tensor(2210),tensor(0.4034)
5,tensor(2205),tensor(2210),tensor(0.3380)
6,tensor(2205),tensor(2211),tensor(0.2859)
7,tensor(2210),tensor(2204),tensor(0.3249)
8,tensor(2210),tensor(2205),tensor(0.3884)
9,tensor(2210),tensor(2211),tensor(0.2967)
10,tensor(2210),tensor(2213),tensor(0.3552)
11,tensor(2210),tensor(8591),tensor(0.3576)
12,tensor(2211),tensor(2205),tensor(0.4008)
13,tensor(2211),tensor(2210),tensor(0.3636)
14,tensor(2213),tensor(2210),tensor(0.0086)
15,tensor(2213),tensor(5830),tensor(0.9167)
16,tensor(2213),tensor(6677),tensor(0.0113)
17,tensor(2563),tensor(2564),tensor(0.3540)
18,tensor(2564),tensor(2563),tensor(0.3742)
19,tensor(2564),tensor(2567),tensor(0.3057)
20,tensor(2564),tensor(5834),tensor(0.3492)
21,tensor(2564),tensor(8531),tensor(0.4040)
22,tensor(2564),tensor(12188),tensor(0.3922)
23,tensor(2567),tensor(2564),tensor(0.3663)
24,tensor(2953),tensor(2956),tensor(0.4144)
25,tensor(2954),tensor(2956),tensor(0.3914)
26,tensor(2954),tensor(2958),tensor(0.3210)
27,tensor(2956),tensor(286),tensor(0.3628)
28,tensor(2956),tensor(2953),tensor(0.4007)
29,tensor(2956),tensor(2954),tensor(0.3708)
30,tensor(2956),tensor(2958),tensor(0.3432)
31,tensor(2956),tensor(2960),tensor(0.3523)
32,tensor(2956),tensor(2961),tensor(0.3763)
33,tensor(2956),tensor(5835),tensor(0.3936)
34,tensor(2956),tensor(8203),tensor(0.3693)
35,tensor(2958),tensor(2954),tensor(0.3480)
36,tensor(2958),tensor(2956),tensor(0.3961)
37,tensor(2960),tensor(2956),tensor(0.3676)
38,tensor(2961),tensor(2956),tensor(0.3562)
39,tensor(3055),tensor(5833),tensor(0.5315)
40,tensor(3840),tensor(5826),tensor(0.3985)
41,tensor(4124),tensor(7310),tensor(0.3272)
42,tensor(5826),tensor(3840),tensor(0.2661)
43,tensor(5826),tensor(5827),tensor(0.4342)
44,tensor(5826),tensor(5828),tensor(0.3364)
45,tensor(5827),tensor(5826),tensor(0.4615)
46,tensor(5827),tensor(5829),tensor(0.4206)
47,tensor(5828),tensor(5826),tensor(0.1637)
48,tensor(5828),tensor(5829),tensor(0.1486)
49,tensor(5828),tensor(5830),tensor(0.9961)
50,tensor(5828),tensor(5831),tensor(0.2302)
51,tensor(5828),tensor(5832),tensor(0.2869)
52,tensor(5828),tensor(7460),tensor(0.1385)
53,tensor(5829),tensor(5827),tensor(0.0225)
54,tensor(5829),tensor(5828),tensor(0.0148)
55,tensor(5829),tensor(5830),tensor(0.9595)
56,tensor(5829),tensor(5833),tensor(0.0318)
57,tensor(5830),tensor(2213),tensor(0.3361)
58,tensor(5830),tensor(5828),tensor(0.3405)
59,tensor(5830),tensor(5829),tensor(0.3876)
60,tensor(5830),tensor(5834),tensor(0.3257)
61,tensor(5830),tensor(5835),tensor(0.3405)
62,tensor(5830),tensor(5943),tensor(0.3210)
63,tensor(5831),tensor(5828),tensor(0.3443)
64,tensor(5832),tensor(5828),tensor(0.3188)
65,tensor(5833),tensor(3055),tensor(0.2818)
66,tensor(5833),tensor(5829),tensor(0.3498)
67,tensor(5834),tensor(2564),tensor(0.0001)
68,tensor(5834),tensor(5830),tensor(0.4442)
69,tensor(5835),tensor(2956),tensor(0.0010)
70,tensor(5835),tensor(5830),tensor(0.5352)
71,tensor(5942),tensor(1237),tensor(0.5433)
72,tensor(5942),tensor(5943),tensor(0.5501)
73,tensor(5942),tensor(5944),tensor(0.6934)
74,tensor(5943),tensor(5830),tensor(0.9961)
75,tensor(5943),tensor(5942),tensor(0.1959)
76,tensor(5943),tensor(5945),tensor(0.3003)
77,tensor(5943),tensor(5946),tensor(0.1605)
78,tensor(5943),tensor(7310),tensor(0.1369)
79,tensor(5943),tensor(12182),tensor(0.1412)
80,tensor(5944),tensor(5942),tensor(0.8489)
81,tensor(5944),tensor(5945),tensor(0.9093)
82,tensor(5944),tensor(5947),tensor(0.8263)
83,tensor(5945),tensor(521),tensor(0.8261)
84,tensor(5945),tensor(5943),tensor(0.8034)
85,tensor(5945),tensor(5944),tensor(0.8806)
86,tensor(5945),tensor(5947),tensor(0.8472)
87,tensor(5945),tensor(5948),tensor(0.8397)
88,tensor(5946),tensor(1513),tensor(0.3221)
89,tensor(5946),tensor(5943),tensor(0.3186)
90,tensor(5947),tensor(5944),tensor(0.8212)
91,tensor(5947),tensor(5945),tensor(0.8781)
92,tensor(5948),tensor(5945),tensor(0.9298)
93,tensor(6672),tensor(6677),tensor(0.4110)
94,tensor(6677),tensor(2213),tensor(0.3342)
95,tensor(6677),tensor(6672),tensor(0.3173)
96,tensor(6677),tensor(11695),tensor(0.3499)
97,tensor(6677),tensor(11961),tensor(0.3491)
98,tensor(6677),tensor(12795),tensor(0.3324)
99,tensor(7304),tensor(7310),tensor(0.3783)
100,tensor(7310),tensor(4124),tensor(0.3400)
101,tensor(7310),tensor(5943),tensor(0.3546)
102,tensor(7310),tensor(7304),tensor(0.3379)
103,tensor(7456),tensor(7460),tensor(0.3896)
104,tensor(7460),tensor(5828),tensor(0.3508)
105,tensor(7460),tensor(7456),tensor(0.3331)
106,tensor(8203),tensor(2956),tensor(0.0886)
107,tensor(8531),tensor(2564),tensor(0.3035)
108,tensor(8591),tensor(2210),tensor(0.3458)
109,tensor(11695),tensor(6677),tensor(0.4137)
110,tensor(11961),tensor(6677),tensor(0.4527)
111,tensor(12179),tensor(12182),tensor(0.3957)
112,tensor(12182),tensor(5943),tensor(0.3351)
113,tensor(12182),tensor(12179),tensor(0.2653)
114,tensor(12188),tensor(2564),tensor(0.3631)
115,tensor(12795),tensor(6677),tensor(0.4140)
