,P1,P2,Prob
0,tensor(6589),tensor(6590),tensor(0.5810)
1,tensor(6589),tensor(6591),tensor(0.5894)
2,tensor(6590),tensor(6589),tensor(0.5918)
3,tensor(6590),tensor(6592),tensor(0.6286)
4,tensor(6591),tensor(6589),tensor(0.6163)
5,tensor(6591),tensor(6592),tensor(0.6414)
6,tensor(6591),tensor(6598),tensor(0.5983)
7,tensor(6591),tensor(6599),tensor(0.6514)
8,tensor(6592),tensor(6590),tensor(0.5700)
9,tensor(6592),tensor(6591),tensor(0.5817)
10,tensor(6592),tensor(6598),tensor(0.5543)
11,tensor(6592),tensor(6600),tensor(0.5112)
12,tensor(6598),tensor(6591),tensor(0.6767)
13,tensor(6598),tensor(6592),tensor(0.6737)
14,tensor(6599),tensor(6591),tensor(0.6252)
15,tensor(6600),tensor(6592),tensor(0.6265)
