,seed,P1,P2,Prob
0,39978,7,18,0.4923602
1,39978,9,12,0.6185561
2,39978,9,17,0.64048773
3,39978,9,18,0.6028898
4,39978,9,23,0.6031467
5,39978,9,40,0.635956
6,39978,9,54,0.614534
7,39978,9,62,0.63435936
8,39978,9,69,0.60937524
9,39978,9,71,0.61686045
10,39978,9,91,0.63473314
11,39978,9,97,0.61354816
12,39978,12,9,0.55463415
13,39978,12,17,0.5702647
14,39978,17,9,0.5983891
15,39978,17,12,0.5777061
16,39978,17,18,0.5666237
17,39978,17,54,0.5813557
18,39978,18,7,0.63373876
19,39978,18,9,0.6388965
20,39978,18,17,0.6622379
21,39978,18,20,0.6141318
22,39978,18,22,0.65294117
23,39978,18,24,0.6089606
24,39978,18,25,0.6241359
25,39978,18,26,0.6154262
26,39978,18,30,0.63827527
27,39978,18,31,0.5898987
28,39978,18,32,0.62369
29,39978,18,33,0.5981314
30,39978,18,39,0.6302139
31,39978,18,42,0.61466235
32,39978,18,46,0.6172199
33,39978,18,50,0.625903
34,39978,18,60,0.61471057
35,39978,18,74,0.6304508
36,39978,18,76,0.64291424
37,39978,18,98,0.5957617
38,39978,20,18,0.49729833
39,39978,22,18,0.5376329
40,39978,23,9,0.5224182
41,39978,24,18,0.6174956
42,39978,24,25,0.6150263
43,39978,24,26,0.60593665
44,39978,24,30,0.6280033
45,39978,24,31,0.5809849
46,39978,24,33,0.59012395
47,39978,24,42,0.60173637
48,39978,24,76,0.63264114
49,39978,24,98,0.5894597
50,39978,25,18,0.5827684
51,39978,25,24,0.5693447
52,39978,25,26,0.57905966
53,39978,25,30,0.6019702
54,39978,25,33,0.56411844
55,39978,25,42,0.57152313
56,39978,26,18,0.6082511
57,39978,26,24,0.60287416
58,39978,26,25,0.614408
59,39978,26,30,0.62363786
60,39978,26,31,0.58143157
61,39978,26,32,0.6207107
62,39978,26,33,0.59515285
63,39978,26,42,0.5983506
64,39978,26,74,0.6178638
65,39978,26,98,0.5872299
66,39978,30,18,0.6178304
67,39978,30,24,0.60423386
68,39978,30,25,0.6214705
69,39978,30,26,0.60465324
70,39978,30,31,0.58049697
71,39978,30,33,0.59204245
72,39978,30,46,0.6101507
73,39978,30,76,0.6261957
74,39978,30,98,0.5828606
75,39978,31,18,0.6094845
76,39978,31,24,0.60227996
77,39978,31,26,0.6029584
78,39978,31,30,0.6241913
79,39978,31,33,0.5854888
80,39978,31,39,0.61709243
81,39978,31,42,0.5999739
82,39978,31,50,0.6126401
83,39978,31,74,0.6174102
84,39978,32,18,0.612402
85,39978,32,26,0.6079311
86,39978,32,33,0.5935756
87,39978,32,42,0.603378
88,39978,32,46,0.59980977
89,39978,32,98,0.58386517
90,39978,33,18,0.6106774
91,39978,33,24,0.6037708
92,39978,33,25,0.61715627
93,39978,33,26,0.6034566
94,39978,33,30,0.63101345
95,39978,33,31,0.5810723
96,39978,33,32,0.61986303
97,39978,33,39,0.61453426
98,39978,33,42,0.60412186
99,39978,33,98,0.5857108
100,39978,39,18,0.60380584
101,39978,39,31,0.5675061
102,39978,39,33,0.57837254
103,39978,39,42,0.5849482
104,39978,39,46,0.584046
105,39978,39,63,0.592596
106,39978,40,9,0.5602324
107,39978,40,69,0.54156256
108,39978,42,18,0.62004495
109,39978,42,24,0.6082766
110,39978,42,25,0.6213755
111,39978,42,26,0.6136526
112,39978,42,31,0.58613
113,39978,42,32,0.62416846
114,39978,42,33,0.6037121
115,39978,42,39,0.6222237
116,39978,42,64,0.66580373
117,39978,46,18,0.59299284
118,39978,46,30,0.6075656
119,39978,46,32,0.58645254
120,39978,46,39,0.5935816
121,39978,50,18,0.5405473
122,39978,50,31,0.5073266
123,39978,54,9,0.5041141
124,39978,54,17,0.5236788
125,39978,60,18,0.5053014
126,39978,62,9,0.51960105
127,39978,63,39,0.4909212
128,39978,64,42,0.5040201
129,39978,69,9,0.5243159
130,39978,69,40,0.53379446
131,39978,71,9,0.5504266
132,39978,74,18,0.5763335
133,39978,74,26,0.563235
134,39978,74,31,0.5374377
135,39978,76,18,0.5722623
136,39978,76,24,0.5612389
137,39978,76,30,0.58898455
138,39978,76,97,0.5767028
139,39978,91,9,0.52527475
140,39978,97,9,0.5449857
141,39978,97,76,0.5450362
142,39978,98,18,0.6235107
143,39978,98,24,0.6070582
144,39978,98,26,0.6080513
145,39978,98,30,0.63044494
146,39978,98,32,0.6230335
147,39978,98,33,0.5940362
