,P1,P2,Prob
0,tensor(730),tensor(7064),tensor(0.3578)
1,tensor(1143),tensor(1144),tensor(0.3671)
2,tensor(1143),tensor(1145),tensor(0.3767)
3,tensor(1144),tensor(1143),tensor(0.0053)
4,tensor(1144),tensor(1147),tensor(0.7889)
5,tensor(1144),tensor(1148),tensor(0.0508)
6,tensor(1145),tensor(1143),tensor(0.2485)
7,tensor(1145),tensor(1147),tensor(0.9964)
8,tensor(1145),tensor(1149),tensor(0.1743)
9,tensor(1145),tensor(1150),tensor(0.1797)
10,tensor(1145),tensor(7390),tensor(0.1975)
11,tensor(1145),tensor(9096),tensor(0.2003)
12,tensor(1147),tensor(1144),tensor(0.3179)
13,tensor(1147),tensor(1145),tensor(0.3290)
14,tensor(1147),tensor(1149),tensor(0.3420)
15,tensor(1147),tensor(1151),tensor(0.3232)
16,tensor(1147),tensor(1152),tensor(0.3023)
17,tensor(1147),tensor(1153),tensor(0.3960)
18,tensor(1147),tensor(3377),tensor(0.3675)
19,tensor(1147),tensor(3795),tensor(0.3037)
20,tensor(1148),tensor(1144),tensor(0.2959)
21,tensor(1149),tensor(1145),tensor(0.1293)
22,tensor(1149),tensor(1147),tensor(0.9960)
23,tensor(1149),tensor(1154),tensor(0.1724)
24,tensor(1149),tensor(1155),tensor(0.2196)
25,tensor(1149),tensor(9828),tensor(0.1572)
26,tensor(1150),tensor(1145),tensor(0.3601)
27,tensor(1151),tensor(1147),tensor(0.3721)
28,tensor(1152),tensor(1147),tensor(0.4755)
29,tensor(1152),tensor(3105),tensor(0.0006)
30,tensor(1153),tensor(1147),tensor(0.6758)
31,tensor(1153),tensor(7068),tensor(0.0047)
32,tensor(1154),tensor(1149),tensor(0.3184)
33,tensor(1155),tensor(1149),tensor(0.3674)
34,tensor(3105),tensor(1152),tensor(0.2754)
35,tensor(3372),tensor(3377),tensor(0.3758)
36,tensor(3377),tensor(1147),tensor(0.4346)
37,tensor(3377),tensor(3372),tensor(0.0007)
38,tensor(3793),tensor(3795),tensor(0.3101)
39,tensor(3794),tensor(3795),tensor(0.3078)
40,tensor(3794),tensor(3797),tensor(0.3654)
41,tensor(3795),tensor(1147),tensor(0.9972)
42,tensor(3795),tensor(3793),tensor(0.2642)
43,tensor(3795),tensor(3794),tensor(0.2440)
44,tensor(3795),tensor(3797),tensor(0.2513)
45,tensor(3795),tensor(3798),tensor(0.3614)
46,tensor(3795),tensor(3799),tensor(0.2629)
47,tensor(3795),tensor(3800),tensor(0.2534)
48,tensor(3795),tensor(3801),tensor(0.2386)
49,tensor(3795),tensor(3802),tensor(0.2199)
50,tensor(3797),tensor(3794),tensor(0.3326)
51,tensor(3797),tensor(3795),tensor(0.2804)
52,tensor(3798),tensor(3795),tensor(0.2933)
53,tensor(3799),tensor(3795),tensor(0.3169)
54,tensor(3800),tensor(3795),tensor(0.3278)
55,tensor(3801),tensor(3795),tensor(0.3462)
56,tensor(3802),tensor(3795),tensor(0.2847)
57,tensor(7059),tensor(7061),tensor(0.3757)
58,tensor(7059),tensor(7064),tensor(0.3998)
59,tensor(7061),tensor(7059),tensor(0.3642)
60,tensor(7061),tensor(7064),tensor(0.3772)
61,tensor(7064),tensor(730),tensor(0.3776)
62,tensor(7064),tensor(7059),tensor(0.3286)
63,tensor(7064),tensor(7061),tensor(0.3237)
64,tensor(7064),tensor(7067),tensor(0.3464)
65,tensor(7064),tensor(7068),tensor(0.5062)
66,tensor(7064),tensor(7069),tensor(0.3575)
67,tensor(7064),tensor(11544),tensor(0.2837)
68,tensor(7067),tensor(7064),tensor(0.2912)
69,tensor(7068),tensor(1153),tensor(0.3331)
70,tensor(7068),tensor(7064),tensor(0.2918)
71,tensor(7069),tensor(7064),tensor(0.3378)
72,tensor(7390),tensor(1145),tensor(0.3256)
73,tensor(9096),tensor(1145),tensor(0.3795)
74,tensor(9828),tensor(1149),tensor(0.3597)
75,tensor(11544),tensor(7064),tensor(0.4000)
