,P1,P2,Prob
0,tensor(1328),tensor(1329),tensor(0.5291)
1,tensor(1328),tensor(1330),tensor(0.5219)
2,tensor(1328),tensor(1331),tensor(0.5751)
3,tensor(1328),tensor(1332),tensor(0.5059)
4,tensor(1329),tensor(1328),tensor(0.5349)
5,tensor(1329),tensor(1333),tensor(0.5593)
6,tensor(1329),tensor(4546),tensor(0.4761)
7,tensor(1330),tensor(1328),tensor(0.5028)
8,tensor(1330),tensor(1333),tensor(0.5369)
9,tensor(1330),tensor(1334),tensor(0.5338)
10,tensor(1330),tensor(1335),tensor(0.4721)
11,tensor(1330),tensor(1453),tensor(0.4884)
12,tensor(1331),tensor(1328),tensor(0.4431)
13,tensor(1332),tensor(1328),tensor(0.4142)
14,tensor(1332),tensor(4286),tensor(0.3850)
15,tensor(1333),tensor(1329),tensor(0.5348)
16,tensor(1333),tensor(1330),tensor(0.5276)
17,tensor(1333),tensor(1334),tensor(0.5518)
18,tensor(1334),tensor(1330),tensor(0.4594)
19,tensor(1334),tensor(1333),tensor(0.4885)
20,tensor(1335),tensor(1330),tensor(0.4308)
21,tensor(1453),tensor(1330),tensor(0.4716)
22,tensor(4286),tensor(1332),tensor(0.4527)
23,tensor(4546),tensor(1329),tensor(0.5346)
