,P1,P2,Prob
0,tensor(4584),tensor(4585),tensor(0.5000)
1,tensor(4584),tensor(4586),tensor(0.4923)
2,tensor(4585),tensor(4584),tensor(0.4874)
3,tensor(4585),tensor(4589),tensor(0.5122)
4,tensor(4586),tensor(4584),tensor(0.4825)
5,tensor(4586),tensor(4589),tensor(0.5135)
6,tensor(4586),tensor(4590),tensor(0.5275)
7,tensor(4586),tensor(11782),tensor(0.4613)
8,tensor(4589),tensor(4585),tensor(0.5069)
9,tensor(4589),tensor(4586),tensor(0.5034)
10,tensor(4589),tensor(4590),tensor(0.5172)
11,tensor(4589),tensor(4591),tensor(0.5691)
12,tensor(4589),tensor(4592),tensor(0.4803)
13,tensor(4589),tensor(4593),tensor(0.4675)
14,tensor(4589),tensor(8270),tensor(0.4929)
15,tensor(4590),tensor(4586),tensor(0.5257)
16,tensor(4590),tensor(4589),tensor(0.5207)
17,tensor(4590),tensor(4594),tensor(0.5195)
18,tensor(4591),tensor(4589),tensor(0.3997)
19,tensor(4592),tensor(4589),tensor(0.4461)
20,tensor(4593),tensor(4589),tensor(0.4433)
21,tensor(4594),tensor(4590),tensor(0.5410)
22,tensor(8270),tensor(4589),tensor(0.4535)
23,tensor(11782),tensor(4586),tensor(0.4621)
