,P1,P2,Prob
0,tensor(4974),tensor(4975),tensor(0.5816)
1,tensor(4974),tensor(4976),tensor(0.5942)
2,tensor(4975),tensor(4974),tensor(0.5225)
3,tensor(4975),tensor(4977),tensor(0.5495)
4,tensor(4975),tensor(4978),tensor(0.6315)
5,tensor(4976),tensor(4974),tensor(0.5620)
6,tensor(4976),tensor(4977),tensor(0.5943)
7,tensor(4976),tensor(4979),tensor(0.5789)
8,tensor(4977),tensor(4975),tensor(0.6192)
9,tensor(4977),tensor(4976),tensor(0.6338)
10,tensor(4977),tensor(4979),tensor(0.5792)
11,tensor(4977),tensor(4981),tensor(0.6102)
12,tensor(4978),tensor(4975),tensor(0.5410)
13,tensor(4979),tensor(4976),tensor(0.6371)
14,tensor(4979),tensor(4977),tensor(0.5959)
15,tensor(4981),tensor(4977),tensor(0.5650)
