,P1,P2,Prob
0,tensor(45),tensor(46),tensor(0.5044)
1,tensor(45),tensor(47),tensor(0.5137)
2,tensor(45),tensor(48),tensor(0.4803)
3,tensor(45),tensor(11398),tensor(0.5015)
4,tensor(46),tensor(45),tensor(0.4646)
5,tensor(46),tensor(49),tensor(0.5087)
6,tensor(47),tensor(45),tensor(0.4547)
7,tensor(47),tensor(49),tensor(0.5038)
8,tensor(47),tensor(51),tensor(0.5010)
9,tensor(47),tensor(52),tensor(0.4842)
10,tensor(47),tensor(53),tensor(0.4750)
11,tensor(47),tensor(54),tensor(0.5717)
12,tensor(47),tensor(4575),tensor(0.4438)
13,tensor(48),tensor(45),tensor(0.4679)
14,tensor(49),tensor(46),tensor(0.5026)
15,tensor(49),tensor(47),tensor(0.5123)
16,tensor(49),tensor(51),tensor(0.5010)
17,tensor(49),tensor(55),tensor(0.4607)
18,tensor(49),tensor(56),tensor(0.5042)
19,tensor(49),tensor(2110),tensor(0.4418)
20,tensor(51),tensor(47),tensor(0.5023)
21,tensor(51),tensor(49),tensor(0.4980)
22,tensor(51),tensor(57),tensor(0.4576)
23,tensor(51),tensor(11573),tensor(0.4518)
24,tensor(52),tensor(47),tensor(0.4078)
25,tensor(52),tensor(11066),tensor(0.3353)
26,tensor(53),tensor(47),tensor(0.4623)
27,tensor(54),tensor(47),tensor(0.4884)
28,tensor(55),tensor(49),tensor(0.4575)
29,tensor(56),tensor(49),tensor(0.4786)
30,tensor(57),tensor(51),tensor(0.4726)
31,tensor(2110),tensor(49),tensor(0.4936)
32,tensor(4573),tensor(4574),tensor(0.3960)
33,tensor(4573),tensor(4575),tensor(0.4115)
34,tensor(4574),tensor(4573),tensor(0.4735)
35,tensor(4574),tensor(4575),tensor(0.4249)
36,tensor(4575),tensor(47),tensor(0.4709)
37,tensor(4575),tensor(4573),tensor(0.4446)
38,tensor(4575),tensor(4574),tensor(0.3864)
39,tensor(11066),tensor(52),tensor(0.5176)
40,tensor(11398),tensor(45),tensor(0.4834)
41,tensor(11573),tensor(51),tensor(0.4579)
