,P1,P2,Prob
0,tensor(219),tensor(10501),tensor(0.4099)
1,tensor(1222),tensor(10508),tensor(0.3720)
2,tensor(1853),tensor(10501),tensor(0.4061)
3,tensor(4522),tensor(4524),tensor(0.4107)
4,tensor(4524),tensor(4522),tensor(0.4458)
5,tensor(4524),tensor(4525),tensor(0.4482)
6,tensor(4524),tensor(4526),tensor(0.4895)
7,tensor(4524),tensor(10504),tensor(0.4926)
8,tensor(4525),tensor(4524),tensor(0.3971)
9,tensor(4525),tensor(4526),tensor(0.4200)
10,tensor(4526),tensor(4524),tensor(0.4072)
11,tensor(4526),tensor(4525),tensor(0.3911)
12,tensor(7939),tensor(10500),tensor(0.4885)
13,tensor(9923),tensor(10500),tensor(0.4861)
14,tensor(10500),tensor(7939),tensor(0.4553)
15,tensor(10500),tensor(9923),tensor(0.4937)
16,tensor(10500),tensor(10501),tensor(0.4307)
17,tensor(10500),tensor(10502),tensor(0.5144)
18,tensor(10500),tensor(10503),tensor(0.4447)
19,tensor(10501),tensor(219),tensor(0.5030)
20,tensor(10501),tensor(1853),tensor(0.4326)
21,tensor(10501),tensor(10500),tensor(0.4859)
22,tensor(10501),tensor(10504),tensor(0.4766)
23,tensor(10501),tensor(10505),tensor(0.3993)
24,tensor(10502),tensor(10500),tensor(0.5244)
25,tensor(10502),tensor(10504),tensor(0.5152)
26,tensor(10502),tensor(10506),tensor(0.5935)
27,tensor(10502),tensor(12546),tensor(0.4736)
28,tensor(10503),tensor(10500),tensor(0.5121)
29,tensor(10504),tensor(4524),tensor(0.4600)
30,tensor(10504),tensor(10501),tensor(0.4459)
31,tensor(10504),tensor(10502),tensor(0.5239)
32,tensor(10504),tensor(10506),tensor(0.5741)
33,tensor(10504),tensor(10507),tensor(0.4573)
34,tensor(10504),tensor(10508),tensor(0.4405)
35,tensor(10505),tensor(10501),tensor(0.3557)
36,tensor(10506),tensor(10502),tensor(0.5242)
37,tensor(10506),tensor(10504),tensor(0.4869)
38,tensor(10507),tensor(10504),tensor(0.4723)
39,tensor(10508),tensor(1222),tensor(0.4284)
40,tensor(10508),tensor(10504),tensor(0.4755)
41,tensor(12545),tensor(12546),tensor(0.3895)
42,tensor(12546),tensor(10502),tensor(0.4959)
43,tensor(12546),tensor(12545),tensor(0.4201)
44,tensor(12546),tensor(12548),tensor(0.3913)
45,tensor(12546),tensor(12549),tensor(0.4593)
46,tensor(12548),tensor(12546),tensor(0.3509)
47,tensor(12549),tensor(12546),tensor(0.4226)
