,seed,P1,P2,Prob
0,39978,7,18,0.38223782
1,39978,9,12,0.5798438
2,39978,9,14,0.5845924
3,39978,9,17,0.5419656
4,39978,9,18,0.4911876
5,39978,9,23,0.8208152
6,39978,9,32,0.49975723
7,39978,9,40,0.6415832
8,39978,9,51,0.56513685
9,39978,9,54,0.53191
10,39978,9,61,0.7343953
11,39978,9,62,0.5741341
12,39978,9,69,0.62452614
13,39978,9,71,0.60434175
14,39978,9,97,0.5922614
15,39978,12,9,0.39812896
16,39978,14,9,0.42177427
17,39978,17,9,0.42860636
18,39978,17,54,0.4437339
19,39978,18,7,0.5109114
20,39978,18,9,0.44724637
21,39978,18,19,0.5062876
22,39978,18,20,0.5227733
23,39978,18,22,0.46219185
24,39978,18,24,0.42454526
25,39978,18,25,0.43770698
26,39978,18,26,0.41705796
27,39978,18,30,0.45013613
28,39978,18,31,0.4315983
29,39978,18,32,0.43451753
30,39978,18,33,0.433699
31,39978,18,39,0.45695192
32,39978,18,42,0.43434423
33,39978,18,46,0.45147184
34,39978,18,50,0.45663652
35,39978,18,53,0.5132399
36,39978,18,60,0.4538699
37,39978,18,74,0.42736027
38,39978,18,76,0.47163156
39,39978,18,98,0.43496415
40,39978,19,18,0.40936607
41,39978,20,18,0.388619
42,39978,22,18,0.43594557
43,39978,22,32,0.4453474
44,39978,22,33,0.4431808
45,39978,23,9,0.43098643
46,39978,24,18,0.4341918
47,39978,24,25,0.44966215
48,39978,24,26,0.4299896
49,39978,24,30,0.45924473
50,39978,24,31,0.4541755
51,39978,24,32,0.4373266
52,39978,24,33,0.44167045
53,39978,24,74,0.4416695
54,39978,24,98,0.44869527
55,39978,25,18,0.43922916
56,39978,25,24,0.45028526
57,39978,25,26,0.44632736
58,39978,25,32,0.4537918
59,39978,25,42,0.44835424
60,39978,25,60,0.48059112
61,39978,26,18,0.43135312
62,39978,26,24,0.44694868
63,39978,26,25,0.45102686
64,39978,26,31,0.4505128
65,39978,26,32,0.43835363
66,39978,26,33,0.4406457
67,39978,26,39,0.4696643
68,39978,26,42,0.44738853
69,39978,26,74,0.43502456
70,39978,26,76,0.48057792
71,39978,26,98,0.43721387
72,39978,30,18,0.43464518
73,39978,30,24,0.44073886
74,39978,30,33,0.44307655
75,39978,31,18,0.44212255
76,39978,31,24,0.44982207
77,39978,31,26,0.4464097
78,39978,31,32,0.45571327
79,39978,31,33,0.45179215
80,39978,31,42,0.45404238
81,39978,31,50,0.47736713
82,39978,31,74,0.45190942
83,39978,31,98,0.45627582
84,39978,32,9,0.45799205
85,39978,32,18,0.43440732
86,39978,32,22,0.46969813
87,39978,32,24,0.44108212
88,39978,32,25,0.45383194
89,39978,32,26,0.44494706
90,39978,32,31,0.4455001
91,39978,32,33,0.43745387
92,39978,32,46,0.47299623
93,39978,32,98,0.43771493
94,39978,33,18,0.43777633
95,39978,33,22,0.4809376
96,39978,33,24,0.4477376
97,39978,33,26,0.44338223
98,39978,33,30,0.46422714
99,39978,33,31,0.4513186
100,39978,33,32,0.44560048
101,39978,33,42,0.44840717
102,39978,33,74,0.44613656
103,39978,33,98,0.45142543
104,39978,39,18,0.42431045
105,39978,39,26,0.4322666
106,39978,39,42,0.43716547
107,39978,40,9,0.41478202
108,39978,42,18,0.4287104
109,39978,42,25,0.44394356
110,39978,42,26,0.43148744
111,39978,42,31,0.45290527
112,39978,42,33,0.43760455
113,39978,42,39,0.4653204
114,39978,46,18,0.4371922
115,39978,46,32,0.45173475
116,39978,46,50,0.46851593
117,39978,46,98,0.44598252
118,39978,50,18,0.43013692
119,39978,50,31,0.44799697
120,39978,50,46,0.45875806
121,39978,51,9,0.41576704
122,39978,53,18,0.4080004
123,39978,54,9,0.43359274
124,39978,54,17,0.45559052
125,39978,60,18,0.42762485
126,39978,60,25,0.44555435
127,39978,60,98,0.44182724
128,39978,61,9,0.419537
129,39978,62,9,0.41808036
130,39978,69,9,0.4251001
131,39978,71,9,0.41837305
132,39978,74,18,0.44430527
133,39978,74,24,0.44475147
134,39978,74,26,0.43852767
135,39978,74,31,0.44729975
136,39978,74,33,0.44698018
137,39978,74,98,0.44626918
138,39978,76,18,0.41984913
139,39978,76,26,0.43004483
140,39978,97,9,0.4261944
141,39978,98,18,0.42902145
142,39978,98,24,0.44365853
143,39978,98,26,0.44412187
144,39978,98,31,0.44785416
145,39978,98,32,0.44284707
146,39978,98,33,0.44582543
147,39978,98,46,0.45871684
148,39978,98,60,0.46583945
149,39978,98,74,0.43809423
