,P1,P2,Prob
0,tensor(8254),tensor(12634),tensor(0.4454)
1,tensor(12632),tensor(12633),tensor(0.6051)
2,tensor(12632),tensor(12634),tensor(0.6430)
3,tensor(12632),tensor(12635),tensor(0.7712)
4,tensor(12633),tensor(12632),tensor(0.5635)
5,tensor(12633),tensor(12636),tensor(0.4608)
6,tensor(12633),tensor(12637),tensor(0.4998)
7,tensor(12634),tensor(8254),tensor(0.3450)
8,tensor(12634),tensor(12632),tensor(0.5086)
9,tensor(12634),tensor(12636),tensor(0.4112)
10,tensor(12634),tensor(12638),tensor(0.4045)
11,tensor(12634),tensor(12639),tensor(0.4279)
12,tensor(12634),tensor(12640),tensor(0.4168)
13,tensor(12635),tensor(12632),tensor(0.7188)
14,tensor(12636),tensor(12633),tensor(0.3734)
15,tensor(12636),tensor(12634),tensor(0.4144)
16,tensor(12636),tensor(12638),tensor(0.3562)
17,tensor(12637),tensor(12633),tensor(0.5000)
18,tensor(12638),tensor(12634),tensor(0.4552)
19,tensor(12638),tensor(12636),tensor(0.3919)
20,tensor(12639),tensor(12634),tensor(0.4654)
21,tensor(12640),tensor(12634),tensor(0.4404)
