,P1,P2,Prob
0,tensor(873),tensor(10626),tensor(0.3880)
1,tensor(10624),tensor(10625),tensor(0.4222)
2,tensor(10624),tensor(10626),tensor(0.4236)
3,tensor(10624),tensor(10627),tensor(0.5452)
4,tensor(10625),tensor(10624),tensor(0.0696)
5,tensor(10625),tensor(10628),tensor(0.9370)
6,tensor(10625),tensor(12364),tensor(0.0246)
7,tensor(10626),tensor(873),tensor(0.0606)
8,tensor(10626),tensor(10624),tensor(0.1726)
9,tensor(10626),tensor(10628),tensor(0.9743)
10,tensor(10626),tensor(10629),tensor(0.0614)
11,tensor(10627),tensor(10624),tensor(0.5942)
12,tensor(10628),tensor(10625),tensor(0.3847)
13,tensor(10628),tensor(10626),tensor(0.3895)
14,tensor(10628),tensor(10629),tensor(0.3816)
15,tensor(10629),tensor(10626),tensor(0.0377)
16,tensor(10629),tensor(10628),tensor(0.9630)
17,tensor(12364),tensor(10625),tensor(0.3603)
