,P1,P2,Prob
0,tensor(269),tensor(8477),tensor(0.2717)
1,tensor(642),tensor(5602),tensor(0.8467)
2,tensor(2175),tensor(8487),tensor(0.2192)
3,tensor(4571),tensor(5605),tensor(0.3281)
4,tensor(5600),tensor(5601),tensor(0.9260)
5,tensor(5600),tensor(5602),tensor(0.9429)
6,tensor(5601),tensor(5600),tensor(0.9641)
7,tensor(5601),tensor(5604),tensor(0.9512)
8,tensor(5601),tensor(11680),tensor(0.8609)
9,tensor(5601),tensor(11843),tensor(0.9134)
10,tensor(5602),tensor(642),tensor(0.8693)
11,tensor(5602),tensor(5600),tensor(0.9479)
12,tensor(5602),tensor(5604),tensor(0.9259)
13,tensor(5602),tensor(5605),tensor(0.9016)
14,tensor(5604),tensor(5601),tensor(0.8688)
15,tensor(5604),tensor(5602),tensor(0.8962)
16,tensor(5604),tensor(5605),tensor(0.8356)
17,tensor(5604),tensor(5606),tensor(0.8511)
18,tensor(5604),tensor(9466),tensor(0.7748)
19,tensor(5605),tensor(4571),tensor(0.6227)
20,tensor(5605),tensor(5602),tensor(0.8425)
21,tensor(5605),tensor(5604),tensor(0.8097)
22,tensor(5605),tensor(5607),tensor(0.6000)
23,tensor(5605),tensor(7487),tensor(0.6787)
24,tensor(5605),tensor(12989),tensor(0.5467)
25,tensor(5606),tensor(5604),tensor(0.7902)
26,tensor(5606),tensor(8479),tensor(0.6004)
27,tensor(5607),tensor(5605),tensor(0.3311)
28,tensor(7487),tensor(5605),tensor(0.3239)
29,tensor(7990),tensor(8487),tensor(0.2097)
30,tensor(8477),tensor(269),tensor(0.2975)
31,tensor(8477),tensor(8478),tensor(0.2439)
32,tensor(8477),tensor(8479),tensor(0.2085)
33,tensor(8477),tensor(8480),tensor(0.3255)
34,tensor(8477),tensor(8481),tensor(0.2058)
35,tensor(8477),tensor(8482),tensor(0.3188)
36,tensor(8478),tensor(8477),tensor(0.2359)
37,tensor(8478),tensor(8483),tensor(0.2354)
38,tensor(8479),tensor(5606),tensor(0.3731)
39,tensor(8479),tensor(8477),tensor(0.2704)
40,tensor(8479),tensor(8483),tensor(0.2835)
41,tensor(8479),tensor(8487),tensor(0.2584)
42,tensor(8479),tensor(12597),tensor(0.2926)
43,tensor(8480),tensor(8477),tensor(0.2232)
44,tensor(8481),tensor(8477),tensor(0.2539)
45,tensor(8482),tensor(8477),tensor(0.2884)
46,tensor(8483),tensor(8478),tensor(0.2599)
47,tensor(8483),tensor(8479),tensor(0.2173)
48,tensor(8483),tensor(8487),tensor(0.2612)
49,tensor(8483),tensor(8488),tensor(0.2489)
50,tensor(8483),tensor(9365),tensor(0.2670)
51,tensor(8487),tensor(2175),tensor(0.2466)
52,tensor(8487),tensor(7990),tensor(0.2427)
53,tensor(8487),tensor(8479),tensor(0.1925)
54,tensor(8487),tensor(8483),tensor(0.2479)
55,tensor(8487),tensor(8489),tensor(0.3921)
56,tensor(8487),tensor(8490),tensor(0.2380)
57,tensor(8488),tensor(8483),tensor(0.2405)
58,tensor(8489),tensor(8487),tensor(0.2564)
59,tensor(8490),tensor(8487),tensor(0.2560)
60,tensor(9365),tensor(8483),tensor(0.2853)
61,tensor(9462),tensor(9463),tensor(0.2620)
62,tensor(9462),tensor(9466),tensor(0.2596)
63,tensor(9463),tensor(9462),tensor(0.2356)
64,tensor(9463),tensor(9466),tensor(0.2276)
65,tensor(9466),tensor(5604),tensor(0.3937)
66,tensor(9466),tensor(9462),tensor(0.2657)
67,tensor(9466),tensor(9463),tensor(0.2504)
68,tensor(9466),tensor(9469),tensor(0.2702)
69,tensor(9466),tensor(9470),tensor(0.2698)
70,tensor(9466),tensor(9471),tensor(0.2164)
71,tensor(9469),tensor(9466),tensor(0.2712)
72,tensor(9470),tensor(9466),tensor(0.2054)
73,tensor(9471),tensor(9466),tensor(0.2498)
74,tensor(11680),tensor(5601),tensor(0.7855)
75,tensor(11843),tensor(5601),tensor(0.7961)
76,tensor(12594),tensor(12597),tensor(0.2512)
77,tensor(12595),tensor(12597),tensor(0.3039)
78,tensor(12595),tensor(12601),tensor(0.2148)
79,tensor(12597),tensor(8479),tensor(0.2016)
80,tensor(12597),tensor(12594),tensor(0.3027)
81,tensor(12597),tensor(12595),tensor(0.2446)
82,tensor(12597),tensor(12601),tensor(0.1931)
83,tensor(12597),tensor(12602),tensor(0.2836)
84,tensor(12601),tensor(12595),tensor(0.2337)
85,tensor(12601),tensor(12597),tensor(0.2677)
86,tensor(12602),tensor(12597),tensor(0.2431)
87,tensor(12989),tensor(5605),tensor(0.3289)
