,seed,P1,P2,Prob
0,39978,7,18,0.33164552
1,39978,9,12,0.4128038
2,39978,9,17,0.39821997
3,39978,9,18,0.33781183
4,39978,9,23,0.4333582
5,39978,9,40,0.40220293
6,39978,9,54,0.38570395
7,39978,9,62,0.39974093
8,39978,9,69,0.38189742
9,39978,9,71,0.4699357
10,39978,9,91,0.46976176
11,39978,9,97,0.43047193
12,39978,12,9,0.379073
13,39978,12,17,0.40521342
14,39978,17,9,0.3573776
15,39978,17,12,0.40111887
16,39978,17,18,0.32603
17,39978,17,54,0.37698674
18,39978,18,7,0.4484711
19,39978,18,9,0.38364902
20,39978,18,17,0.40848455
21,39978,18,20,0.4556852
22,39978,18,22,0.44581813
23,39978,18,24,0.3747577
24,39978,18,25,0.38909888
25,39978,18,26,0.35837916
26,39978,18,30,0.36383814
27,39978,18,31,0.36255255
28,39978,18,32,0.39654028
29,39978,18,33,0.36154276
30,39978,18,39,0.40840712
31,39978,18,42,0.36915028
32,39978,18,46,0.39908406
33,39978,18,50,0.4243729
34,39978,18,60,0.43733424
35,39978,18,74,0.4187693
36,39978,18,76,0.4055524
37,39978,18,98,0.37230772
38,39978,20,18,0.3493874
39,39978,22,18,0.34259117
40,39978,23,9,0.37872982
41,39978,24,18,0.37456933
42,39978,24,25,0.417509
43,39978,24,26,0.3872827
44,39978,24,30,0.38617
45,39978,24,31,0.38645625
46,39978,24,33,0.38927972
47,39978,24,42,0.39117423
48,39978,24,76,0.43215057
49,39978,24,98,0.3954674
50,39978,25,18,0.36360866
51,39978,25,24,0.39022943
52,39978,25,26,0.37371075
53,39978,25,30,0.37920707
54,39978,25,33,0.37711227
55,39978,25,42,0.380596
56,39978,26,18,0.34236497
57,39978,26,24,0.3788619
58,39978,26,25,0.3864574
59,39978,26,30,0.36256504
60,39978,26,31,0.35768607
61,39978,26,32,0.39800572
62,39978,26,33,0.35820863
63,39978,26,42,0.3650295
64,39978,26,74,0.41955018
65,39978,26,98,0.3735542
66,39978,30,18,0.3605069
67,39978,30,24,0.381186
68,39978,30,25,0.39783782
69,39978,30,26,0.36143467
70,39978,30,31,0.36289316
71,39978,30,33,0.36637902
72,39978,30,46,0.40341413
73,39978,30,76,0.40552884
74,39978,30,98,0.37348214
75,39978,31,18,0.35801622
76,39978,31,24,0.39018485
77,39978,31,26,0.37001866
78,39978,31,30,0.375971
79,39978,31,33,0.37900192
80,39978,31,39,0.4148623
81,39978,31,42,0.3714172
82,39978,31,50,0.43766284
83,39978,31,74,0.42040104
84,39978,32,18,0.36001807
85,39978,32,26,0.36528242
86,39978,32,33,0.37507334
87,39978,32,42,0.3752388
88,39978,32,46,0.40641093
89,39978,32,98,0.3829485
90,39978,33,18,0.3405741
91,39978,33,24,0.36259812
92,39978,33,25,0.386309
93,39978,33,26,0.35267484
94,39978,33,30,0.35984346
95,39978,33,31,0.35393357
96,39978,33,32,0.39582738
97,39978,33,39,0.39905676
98,39978,33,42,0.36231425
99,39978,33,98,0.37160683
100,39978,39,18,0.36405104
101,39978,39,31,0.37263507
102,39978,39,33,0.3784589
103,39978,39,42,0.38837546
104,39978,39,46,0.40674138
105,39978,39,63,0.43543145
106,39978,40,9,0.3917653
107,39978,40,69,0.40211424
108,39978,42,18,0.34028295
109,39978,42,24,0.37095413
110,39978,42,25,0.39400947
111,39978,42,26,0.3555227
112,39978,42,31,0.35918623
113,39978,42,32,0.39141348
114,39978,42,33,0.36348295
115,39978,42,39,0.40361515
116,39978,42,64,0.44710645
117,39978,46,18,0.3258669
118,39978,46,30,0.34687015
119,39978,46,32,0.37404877
120,39978,46,39,0.3869774
121,39978,50,18,0.36788672
122,39978,50,31,0.38260192
123,39978,54,9,0.3576389
124,39978,54,17,0.38303986
125,39978,60,18,0.3479947
126,39978,62,9,0.43179557
127,39978,63,39,0.37745357
128,39978,64,42,0.40084425
129,39978,69,9,0.38349023
130,39978,69,40,0.4271831
131,39978,71,9,0.37591106
132,39978,74,18,0.37399462
133,39978,74,26,0.37804738
134,39978,74,31,0.3810111
135,39978,76,18,0.35972106
136,39978,76,24,0.38206106
137,39978,76,30,0.37447238
138,39978,76,97,0.45583394
139,39978,91,9,0.36880043
140,39978,97,9,0.38547584
141,39978,97,76,0.41517007
142,39978,98,18,0.340054
143,39978,98,24,0.36298487
144,39978,98,26,0.34709093
145,39978,98,30,0.3462893
146,39978,98,32,0.3878323
147,39978,98,33,0.350603
