,seed,P1,P2,Prob
0,39978,7,18,0.44044307
1,39978,9,12,0.59689045
2,39978,9,14,0.60660666
3,39978,9,17,0.5624663
4,39978,9,18,0.52296615
5,39978,9,23,0.8276078
6,39978,9,32,0.5306565
7,39978,9,40,0.6476852
8,39978,9,51,0.57495195
9,39978,9,54,0.5601419
10,39978,9,61,0.75033045
11,39978,9,62,0.59070635
12,39978,9,69,0.6415625
13,39978,9,71,0.619229
14,39978,9,97,0.60208386
15,39978,12,9,0.44468102
16,39978,14,9,0.45801815
17,39978,17,9,0.46477124
18,39978,17,54,0.48761806
19,39978,18,7,0.55650973
20,39978,18,9,0.49861225
21,39978,18,19,0.5471537
22,39978,18,20,0.56117195
23,39978,18,22,0.5078076
24,39978,18,24,0.47730434
25,39978,18,25,0.49183115
26,39978,18,26,0.47947168
27,39978,18,30,0.48560664
28,39978,18,31,0.49521685
29,39978,18,32,0.47402027
30,39978,18,33,0.48182306
31,39978,18,39,0.50487185
32,39978,18,42,0.47573188
33,39978,18,46,0.4956539
34,39978,18,50,0.49383238
35,39978,18,53,0.54766023
36,39978,18,60,0.50157726
37,39978,18,74,0.4720391
38,39978,18,76,0.51454
39,39978,18,98,0.47733575
40,39978,19,18,0.45524967
41,39978,20,18,0.4345076
42,39978,22,18,0.4866542
43,39978,22,32,0.4886512
44,39978,22,33,0.48256093
45,39978,23,9,0.47036397
46,39978,24,18,0.47894394
47,39978,24,25,0.49599442
48,39978,24,26,0.4838167
49,39978,24,30,0.49143597
50,39978,24,31,0.49372354
51,39978,24,32,0.4934065
52,39978,24,33,0.48222533
53,39978,24,74,0.47717583
54,39978,24,98,0.48538393
55,39978,25,18,0.48060986
56,39978,25,24,0.48753405
57,39978,25,26,0.49077457
58,39978,25,32,0.48959497
59,39978,25,42,0.48978144
60,39978,25,60,0.50726914
61,39978,26,18,0.49032295
62,39978,26,24,0.4851523
63,39978,26,25,0.4913083
64,39978,26,31,0.49834982
65,39978,26,32,0.4832832
66,39978,26,33,0.4894036
67,39978,26,39,0.5024189
68,39978,26,42,0.4842319
69,39978,26,74,0.48724702
70,39978,26,76,0.52162457
71,39978,26,98,0.48687813
72,39978,30,18,0.47946182
73,39978,30,24,0.48784962
74,39978,30,33,0.4948588
75,39978,31,18,0.49539644
76,39978,31,24,0.4954495
77,39978,31,26,0.4978972
78,39978,31,32,0.49229297
79,39978,31,33,0.5027777
80,39978,31,42,0.49002862
81,39978,31,50,0.5173718
82,39978,31,74,0.49468043
83,39978,31,98,0.49505877
84,39978,32,9,0.49817225
85,39978,32,18,0.48086485
86,39978,32,22,0.51034427
87,39978,32,24,0.4863705
88,39978,32,25,0.4959126
89,39978,32,26,0.48555762
90,39978,32,31,0.49637562
91,39978,32,33,0.49173754
92,39978,32,46,0.5019011
93,39978,32,98,0.48560968
94,39978,33,18,0.49288154
95,39978,33,22,0.5227495
96,39978,33,24,0.49235758
97,39978,33,26,0.4932439
98,39978,33,30,0.5124965
99,39978,33,31,0.5006871
100,39978,33,32,0.4998257
101,39978,33,42,0.48896095
102,39978,33,74,0.4921752
103,39978,33,98,0.49546427
104,39978,39,18,0.47684473
105,39978,39,26,0.4722465
106,39978,39,42,0.46788657
107,39978,40,9,0.45227852
108,39978,42,18,0.4721317
109,39978,42,25,0.49514127
110,39978,42,26,0.48513663
111,39978,42,31,0.49164015
112,39978,42,33,0.48922548
113,39978,42,39,0.5081845
114,39978,46,18,0.4935753
115,39978,46,32,0.4904662
116,39978,46,50,0.5075417
117,39978,46,98,0.48613998
118,39978,50,18,0.47126216
119,39978,50,31,0.48332843
120,39978,50,46,0.49691045
121,39978,51,9,0.44995838
122,39978,53,18,0.45443955
123,39978,54,9,0.47541454
124,39978,54,17,0.49311924
125,39978,60,18,0.46972924
126,39978,60,25,0.48731366
127,39978,60,98,0.47653604
128,39978,61,9,0.45797655
129,39978,62,9,0.45777315
130,39978,69,9,0.46855083
131,39978,71,9,0.45090848
132,39978,74,18,0.4852214
133,39978,74,24,0.4901487
134,39978,74,26,0.4816041
135,39978,74,31,0.48892853
136,39978,74,33,0.4903234
137,39978,74,98,0.48960727
138,39978,76,18,0.4635016
139,39978,76,26,0.47371817
140,39978,97,9,0.4624626
141,39978,98,18,0.4770064
142,39978,98,24,0.48695758
143,39978,98,26,0.47933608
144,39978,98,31,0.49677598
145,39978,98,32,0.48658437
146,39978,98,33,0.48627388
147,39978,98,46,0.50506103
148,39978,98,60,0.51262754
149,39978,98,74,0.48749638
