,P1,P2,Prob
0,tensor(7527),tensor(8345),tensor(0.6264)
1,tensor(8343),tensor(8344),tensor(0.7252)
2,tensor(8343),tensor(8345),tensor(0.7540)
3,tensor(8344),tensor(8343),tensor(0.6699)
4,tensor(8344),tensor(8347),tensor(0.7388)
5,tensor(8345),tensor(7527),tensor(0.7797)
6,tensor(8345),tensor(8343),tensor(0.6243)
7,tensor(8345),tensor(8347),tensor(0.6897)
8,tensor(8345),tensor(8351),tensor(0.7881)
9,tensor(8345),tensor(8352),tensor(0.6115)
10,tensor(8347),tensor(8344),tensor(0.5869)
11,tensor(8347),tensor(8345),tensor(0.6324)
12,tensor(8347),tensor(8351),tensor(0.7592)
13,tensor(8351),tensor(8345),tensor(0.7686)
14,tensor(8351),tensor(8347),tensor(0.7901)
15,tensor(8351),tensor(8353),tensor(0.8067)
16,tensor(8352),tensor(8345),tensor(0.7458)
17,tensor(8353),tensor(8351),tensor(0.7715)
