,P1,P2,Prob
0,tensor(734),tensor(10136),tensor(0.7302)
1,tensor(10134),tensor(10135),tensor(0.7926)
2,tensor(10134),tensor(10136),tensor(0.8027)
3,tensor(10135),tensor(10134),tensor(0.7948)
4,tensor(10135),tensor(10137),tensor(0.8019)
5,tensor(10136),tensor(734),tensor(0.8674)
6,tensor(10136),tensor(10134),tensor(0.8086)
7,tensor(10136),tensor(10137),tensor(0.8152)
8,tensor(10136),tensor(10141),tensor(0.8856)
9,tensor(10136),tensor(10822),tensor(0.8477)
10,tensor(10137),tensor(10135),tensor(0.7089)
11,tensor(10137),tensor(10136),tensor(0.7281)
12,tensor(10137),tensor(10141),tensor(0.8419)
13,tensor(10141),tensor(10136),tensor(0.8022)
14,tensor(10141),tensor(10137),tensor(0.8239)
15,tensor(10141),tensor(10142),tensor(0.8434)
16,tensor(10142),tensor(10141),tensor(0.8415)
17,tensor(10822),tensor(10136),tensor(0.7045)
