,seed,P1,P2,Prob
0,39978,7,18,0.4094
1,39978,9,12,0.5854107
2,39978,9,14,0.59488094
3,39978,9,17,0.54670095
4,39978,9,18,0.50471604
5,39978,9,23,0.8258225
6,39978,9,32,0.51638675
7,39978,9,40,0.6432318
8,39978,9,51,0.57232666
9,39978,9,54,0.55025125
10,39978,9,61,0.7438538
11,39978,9,62,0.5838222
12,39978,9,69,0.63732713
13,39978,9,71,0.6052598
14,39978,9,97,0.59609
15,39978,12,9,0.41977212
16,39978,14,9,0.43684798
17,39978,17,9,0.45292613
18,39978,17,54,0.46928623
19,39978,18,7,0.53477126
20,39978,18,9,0.47509503
21,39978,18,19,0.534475
22,39978,18,20,0.5330908
23,39978,18,22,0.48704296
24,39978,18,24,0.4581461
25,39978,18,25,0.46986613
26,39978,18,26,0.45099598
27,39978,18,30,0.4711537
28,39978,18,31,0.46983027
29,39978,18,32,0.45461085
30,39978,18,33,0.46399638
31,39978,18,39,0.4774
32,39978,18,42,0.44751343
33,39978,18,46,0.4803021
34,39978,18,50,0.4736852
35,39978,18,53,0.53396946
36,39978,18,60,0.48050615
37,39978,18,74,0.46141034
38,39978,18,76,0.4921358
39,39978,18,98,0.45920053
40,39978,19,18,0.43357316
41,39978,20,18,0.4126192
42,39978,22,18,0.45513716
43,39978,22,32,0.4751469
44,39978,22,33,0.46768242
45,39978,23,9,0.44808817
46,39978,24,18,0.4605866
47,39978,24,25,0.47950274
48,39978,24,26,0.4672362
49,39978,24,30,0.47433242
50,39978,24,31,0.472319
51,39978,24,32,0.46710995
52,39978,24,33,0.46079454
53,39978,24,74,0.4637589
54,39978,24,98,0.4620281
55,39978,25,18,0.47189417
56,39978,25,24,0.47739735
57,39978,25,26,0.47220048
58,39978,25,32,0.47775513
59,39978,25,42,0.47356227
60,39978,25,60,0.50218284
61,39978,26,18,0.45973134
62,39978,26,24,0.4641626
63,39978,26,25,0.47648427
64,39978,26,31,0.48406914
65,39978,26,32,0.46954024
66,39978,26,33,0.47681352
67,39978,26,39,0.49057946
68,39978,26,42,0.47096908
69,39978,26,74,0.46929288
70,39978,26,76,0.50790614
71,39978,26,98,0.46360016
72,39978,30,18,0.45997247
73,39978,30,24,0.4684085
74,39978,30,33,0.46858993
75,39978,31,18,0.47776505
76,39978,31,24,0.480496
77,39978,31,26,0.48645058
78,39978,31,32,0.4786583
79,39978,31,33,0.48471534
80,39978,31,42,0.4798525
81,39978,31,50,0.49507353
82,39978,31,74,0.4782737
83,39978,31,98,0.48788744
84,39978,32,9,0.4893812
85,39978,32,18,0.46166772
86,39978,32,22,0.49885845
87,39978,32,24,0.47534844
88,39978,32,25,0.47442496
89,39978,32,26,0.4711296
90,39978,32,31,0.47363907
91,39978,32,33,0.47316203
92,39978,32,46,0.48556983
93,39978,32,98,0.4659515
94,39978,33,18,0.4735265
95,39978,33,22,0.504358
96,39978,33,24,0.4783703
97,39978,33,26,0.4778165
98,39978,33,30,0.48884717
99,39978,33,31,0.47544044
100,39978,33,32,0.4788374
101,39978,33,42,0.4700336
102,39978,33,74,0.4702476
103,39978,33,98,0.47668472
104,39978,39,18,0.44728476
105,39978,39,26,0.45403937
106,39978,39,42,0.46573946
107,39978,40,9,0.43353364
108,39978,42,18,0.45418233
109,39978,42,25,0.46824083
110,39978,42,26,0.4586375
111,39978,42,31,0.47638413
112,39978,42,33,0.46896118
113,39978,42,39,0.48689336
114,39978,46,18,0.4670956
115,39978,46,32,0.47026426
116,39978,46,50,0.48747373
117,39978,46,98,0.47478485
118,39978,50,18,0.45392513
119,39978,50,31,0.46746323
120,39978,50,46,0.48070273
121,39978,51,9,0.43970436
122,39978,53,18,0.43506745
123,39978,54,9,0.45335248
124,39978,54,17,0.4767003
125,39978,60,18,0.45913094
126,39978,60,25,0.4674275
127,39978,60,98,0.46470502
128,39978,61,9,0.44495907
129,39978,62,9,0.43669823
130,39978,69,9,0.44930762
131,39978,71,9,0.44074634
132,39978,74,18,0.46784627
133,39978,74,24,0.46556586
134,39978,74,26,0.46748823
135,39978,74,31,0.47889087
136,39978,74,33,0.46559897
137,39978,74,98,0.47250542
138,39978,76,18,0.4442664
139,39978,76,26,0.45364726
140,39978,97,9,0.44961786
141,39978,98,18,0.46094546
142,39978,98,24,0.4686023
143,39978,98,26,0.46422178
144,39978,98,31,0.47428662
145,39978,98,32,0.46272764
146,39978,98,33,0.47167164
147,39978,98,46,0.49143934
148,39978,98,60,0.4971098
149,39978,98,74,0.46590477
