,seed,P1,P2,Prob
0,39978,7,18,0.4432279
1,39978,9,12,0.59172547
2,39978,9,14,0.60650605
3,39978,9,17,0.56662154
4,39978,9,18,0.5300344
5,39978,9,23,0.83396053
6,39978,9,32,0.53571206
7,39978,9,40,0.6536
8,39978,9,51,0.5881454
9,39978,9,54,0.5653566
10,39978,9,61,0.7461438
11,39978,9,62,0.59050554
12,39978,9,69,0.6390431
13,39978,9,71,0.61562127
14,39978,9,97,0.6071253
15,39978,12,9,0.44160932
16,39978,14,9,0.46253204
17,39978,17,9,0.47954398
18,39978,17,54,0.5002162
19,39978,18,7,0.57210195
20,39978,18,9,0.5070682
21,39978,18,19,0.5577051
22,39978,18,20,0.5754755
23,39978,18,22,0.5241378
24,39978,18,24,0.49020728
25,39978,18,25,0.4989791
26,39978,18,26,0.49117607
27,39978,18,30,0.49533638
28,39978,18,31,0.5001835
29,39978,18,32,0.49333072
30,39978,18,33,0.4961127
31,39978,18,39,0.500973
32,39978,18,42,0.4906263
33,39978,18,46,0.50470227
34,39978,18,50,0.5002867
35,39978,18,53,0.54944485
36,39978,18,60,0.5078205
37,39978,18,74,0.48213336
38,39978,18,76,0.52379507
39,39978,18,98,0.4944618
40,39978,19,18,0.4629443
41,39978,20,18,0.44258258
42,39978,22,18,0.4874976
43,39978,22,32,0.4852298
44,39978,22,33,0.4822456
45,39978,23,9,0.47000566
46,39978,24,18,0.48801792
47,39978,24,25,0.50207794
48,39978,24,26,0.49013487
49,39978,24,30,0.5047815
50,39978,24,31,0.5048363
51,39978,24,32,0.49184078
52,39978,24,33,0.50381625
53,39978,24,74,0.49541923
54,39978,24,98,0.5024104
55,39978,25,18,0.49709916
56,39978,25,24,0.5019449
57,39978,25,26,0.504372
58,39978,25,32,0.5016566
59,39978,25,42,0.49747193
60,39978,25,60,0.52696055
61,39978,26,18,0.50021464
62,39978,26,24,0.5012524
63,39978,26,25,0.50393504
64,39978,26,31,0.5036683
65,39978,26,32,0.50054455
66,39978,26,33,0.50580704
67,39978,26,39,0.51950544
68,39978,26,42,0.49713022
69,39978,26,74,0.4977059
70,39978,26,76,0.534978
71,39978,26,98,0.50469196
72,39978,30,18,0.49344897
73,39978,30,24,0.4984208
74,39978,30,33,0.5053026
75,39978,31,18,0.50865483
76,39978,31,24,0.5112911
77,39978,31,26,0.5060865
78,39978,31,32,0.50808907
79,39978,31,33,0.51545286
80,39978,31,42,0.5065039
81,39978,31,50,0.51869214
82,39978,31,74,0.5010553
83,39978,31,98,0.5148541
84,39978,32,9,0.5131853
85,39978,32,18,0.49421456
86,39978,32,22,0.51803195
87,39978,32,24,0.49534842
88,39978,32,25,0.50056535
89,39978,32,26,0.49549615
90,39978,32,31,0.5084985
91,39978,32,33,0.50811136
92,39978,32,46,0.5131046
93,39978,32,98,0.50604624
94,39978,33,18,0.49858662
95,39978,33,22,0.5345607
96,39978,33,24,0.50760883
97,39978,33,26,0.50287503
98,39978,33,30,0.5094837
99,39978,33,31,0.51455486
100,39978,33,32,0.50200516
101,39978,33,42,0.50499636
102,39978,33,74,0.5036397
103,39978,33,98,0.50453204
104,39978,39,18,0.47966886
105,39978,39,26,0.4856228
106,39978,39,42,0.48067442
107,39978,40,9,0.45011324
108,39978,42,18,0.48835507
109,39978,42,25,0.49155542
110,39978,42,26,0.49238378
111,39978,42,31,0.49746197
112,39978,42,33,0.495252
113,39978,42,39,0.5078539
114,39978,46,18,0.49239767
115,39978,46,32,0.49084952
116,39978,46,50,0.50374264
117,39978,46,98,0.49640977
118,39978,50,18,0.4789382
119,39978,50,31,0.4902602
120,39978,50,46,0.49516392
121,39978,51,9,0.45715952
122,39978,53,18,0.45677853
123,39978,54,9,0.48521534
124,39978,54,17,0.4990379
125,39978,60,18,0.48129356
126,39978,60,25,0.49385288
127,39978,60,98,0.47609174
128,39978,61,9,0.4619748
129,39978,62,9,0.45546973
130,39978,69,9,0.46407875
131,39978,71,9,0.45398661
132,39978,74,18,0.487735
133,39978,74,24,0.49390805
134,39978,74,26,0.49001515
135,39978,74,31,0.49749517
136,39978,74,33,0.493713
137,39978,74,98,0.49186382
138,39978,76,18,0.46736616
139,39978,76,26,0.47294903
140,39978,97,9,0.46338496
141,39978,98,18,0.49520597
142,39978,98,24,0.49550787
143,39978,98,26,0.49514502
144,39978,98,31,0.501376
145,39978,98,32,0.4868212
146,39978,98,33,0.5020018
147,39978,98,46,0.5066892
148,39978,98,60,0.51440865
149,39978,98,74,0.49372232
