,P1,P2,Prob
0,tensor(5609),tensor(5610),tensor(0.4864)
1,tensor(5609),tensor(5611),tensor(0.5335)
2,tensor(5609),tensor(5612),tensor(0.5672)
3,tensor(5610),tensor(5609),tensor(0.4733)
4,tensor(5610),tensor(5613),tensor(0.6336)
5,tensor(5610),tensor(5614),tensor(0.5023)
6,tensor(5610),tensor(12487),tensor(0.4538)
7,tensor(5611),tensor(5609),tensor(0.5142)
8,tensor(5611),tensor(5613),tensor(0.6755)
9,tensor(5611),tensor(5615),tensor(0.5704)
10,tensor(5611),tensor(12044),tensor(0.5529)
11,tensor(5612),tensor(5609),tensor(0.4571)
12,tensor(5613),tensor(5610),tensor(0.5089)
13,tensor(5613),tensor(5611),tensor(0.5587)
14,tensor(5613),tensor(5615),tensor(0.5796)
15,tensor(5614),tensor(5610),tensor(0.4779)
16,tensor(5615),tensor(5611),tensor(0.5354)
17,tensor(5615),tensor(5613),tensor(0.6598)
18,tensor(12044),tensor(5611),tensor(0.4891)
19,tensor(12487),tensor(5610),tensor(0.4791)
