,P1,P2,Prob
0,tensor(734),tensor(10136),tensor(0.6183)
1,tensor(10134),tensor(10135),tensor(0.6123)
2,tensor(10134),tensor(10136),tensor(0.6230)
3,tensor(10135),tensor(10134),tensor(0.6365)
4,tensor(10135),tensor(10137),tensor(0.6124)
5,tensor(10136),tensor(734),tensor(0.7304)
6,tensor(10136),tensor(10134),tensor(0.6721)
7,tensor(10136),tensor(10137),tensor(0.6485)
8,tensor(10136),tensor(10141),tensor(0.7125)
9,tensor(10136),tensor(10822),tensor(0.6223)
10,tensor(10137),tensor(10135),tensor(0.6742)
11,tensor(10137),tensor(10136),tensor(0.6839)
12,tensor(10137),tensor(10141),tensor(0.7429)
13,tensor(10141),tensor(10136),tensor(0.5784)
14,tensor(10141),tensor(10137),tensor(0.5628)
15,tensor(10141),tensor(10142),tensor(0.6665)
16,tensor(10142),tensor(10141),tensor(0.5634)
17,tensor(10822),tensor(10136),tensor(0.6332)
