,P1,P2,Prob
0,tensor(1076),tensor(1077),tensor(0.5429)
1,tensor(1076),tensor(1078),tensor(0.5911)
2,tensor(1076),tensor(1079),tensor(0.6511)
3,tensor(1077),tensor(1076),tensor(0.4985)
4,tensor(1077),tensor(1080),tensor(0.5965)
5,tensor(1077),tensor(1081),tensor(0.5005)
6,tensor(1077),tensor(1082),tensor(0.4329)
7,tensor(1078),tensor(1076),tensor(0.5294)
8,tensor(1078),tensor(1080),tensor(0.6301)
9,tensor(1078),tensor(1083),tensor(0.5165)
10,tensor(1079),tensor(1076),tensor(0.4707)
11,tensor(1080),tensor(1077),tensor(0.5020)
12,tensor(1080),tensor(1078),tensor(0.5443)
13,tensor(1080),tensor(1083),tensor(0.5632)
14,tensor(1081),tensor(1077),tensor(0.4720)
15,tensor(1082),tensor(1077),tensor(0.4452)
16,tensor(1083),tensor(1078),tensor(0.5122)
17,tensor(1083),tensor(1080),tensor(0.6352)
