,P1,P2,Prob
0,tensor(6589),tensor(6590),tensor(0.7387)
1,tensor(6589),tensor(6591),tensor(0.7344)
2,tensor(6590),tensor(6589),tensor(0.7744)
3,tensor(6590),tensor(6592),tensor(0.7400)
4,tensor(6591),tensor(6589),tensor(0.7381)
5,tensor(6591),tensor(6592),tensor(0.6999)
6,tensor(6591),tensor(6598),tensor(0.6986)
7,tensor(6591),tensor(6599),tensor(0.7368)
8,tensor(6592),tensor(6590),tensor(0.6776)
9,tensor(6592),tensor(6591),tensor(0.6815)
10,tensor(6592),tensor(6598),tensor(0.6259)
11,tensor(6592),tensor(6600),tensor(0.7549)
12,tensor(6598),tensor(6591),tensor(0.7080)
13,tensor(6598),tensor(6592),tensor(0.6505)
14,tensor(6599),tensor(6591),tensor(0.6481)
15,tensor(6600),tensor(6592),tensor(0.6809)
