,P1,P2,Prob
0,tensor(13101),tensor(13102),tensor(0.7095)
1,tensor(13101),tensor(13103),tensor(0.6640)
2,tensor(13101),tensor(13104),tensor(0.6749)
3,tensor(13102),tensor(13101),tensor(0.7140)
4,tensor(13102),tensor(13105),tensor(0.6836)
5,tensor(13102),tensor(13106),tensor(0.7653)
6,tensor(13103),tensor(13101),tensor(0.6107)
7,tensor(13103),tensor(13105),tensor(0.5785)
8,tensor(13103),tensor(13107),tensor(0.7402)
9,tensor(13104),tensor(13101),tensor(0.6356)
10,tensor(13105),tensor(13102),tensor(0.6718)
11,tensor(13105),tensor(13103),tensor(0.6196)
12,tensor(13105),tensor(13107),tensor(0.7311)
13,tensor(13106),tensor(13102),tensor(0.7430)
14,tensor(13107),tensor(13103),tensor(0.6714)
15,tensor(13107),tensor(13105),tensor(0.6177)
