,P1,P2,Prob
0,tensor(10111),tensor(10112),tensor(0.4433)
1,tensor(10111),tensor(10113),tensor(0.4762)
2,tensor(10112),tensor(10111),tensor(0.0070)
3,tensor(10112),tensor(10116),tensor(0.0066)
4,tensor(10113),tensor(10111),tensor(0.5934)
5,tensor(10113),tensor(10116),tensor(0.6083)
6,tensor(10113),tensor(10117),tensor(0.5242)
7,tensor(10113),tensor(10118),tensor(0.4863)
8,tensor(10113),tensor(12491),tensor(0.4418)
9,tensor(10116),tensor(10112),tensor(0.4657)
10,tensor(10116),tensor(10113),tensor(0.5024)
11,tensor(10116),tensor(10117),tensor(0.5159)
12,tensor(10116),tensor(10119),tensor(0.4252)
13,tensor(10117),tensor(10113),tensor(0.5216)
14,tensor(10117),tensor(10116),tensor(0.6342)
15,tensor(10117),tensor(10120),tensor(0.5796)
16,tensor(10118),tensor(10113),tensor(0.4973)
17,tensor(10119),tensor(10116),tensor(0.5718)
18,tensor(10120),tensor(10117),tensor(0.5341)
19,tensor(12491),tensor(10113),tensor(0.4915)
