,P1,P2,Prob
0,tensor(7527),tensor(8345),tensor(0.4154)
1,tensor(8343),tensor(8344),tensor(0.5853)
2,tensor(8343),tensor(8345),tensor(0.5471)
3,tensor(8344),tensor(8343),tensor(0.5214)
4,tensor(8344),tensor(8347),tensor(0.6061)
5,tensor(8345),tensor(7527),tensor(0.6329)
6,tensor(8345),tensor(8343),tensor(0.5046)
7,tensor(8345),tensor(8347),tensor(0.5812)
8,tensor(8345),tensor(8351),tensor(0.5734)
9,tensor(8345),tensor(8352),tensor(0.5481)
10,tensor(8347),tensor(8344),tensor(0.6039)
11,tensor(8347),tensor(8345),tensor(0.5737)
12,tensor(8347),tensor(8351),tensor(0.6195)
13,tensor(8351),tensor(8345),tensor(0.5747)
14,tensor(8351),tensor(8347),tensor(0.6321)
15,tensor(8351),tensor(8353),tensor(0.6325)
16,tensor(8352),tensor(8345),tensor(0.5454)
17,tensor(8353),tensor(8351),tensor(0.5226)
