,P1,P2,Prob
0,tensor(877),tensor(10719),tensor(0.4396)
1,tensor(8217),tensor(10715),tensor(0.5761)
2,tensor(10470),tensor(10715),tensor(0.5978)
3,tensor(10713),tensor(10714),tensor(0.5457)
4,tensor(10713),tensor(10715),tensor(0.5859)
5,tensor(10714),tensor(10713),tensor(0.5674)
6,tensor(10714),tensor(10719),tensor(0.5015)
7,tensor(10715),tensor(8217),tensor(0.5684)
8,tensor(10715),tensor(10470),tensor(0.5814)
9,tensor(10715),tensor(10713),tensor(0.6066)
10,tensor(10715),tensor(10719),tensor(0.5484)
11,tensor(10715),tensor(10720),tensor(0.6295)
12,tensor(10719),tensor(877),tensor(0.5308)
13,tensor(10719),tensor(10714),tensor(0.5244)
14,tensor(10719),tensor(10715),tensor(0.5675)
15,tensor(10719),tensor(10720),tensor(0.6105)
16,tensor(10720),tensor(10715),tensor(0.5587)
17,tensor(10720),tensor(10719),tensor(0.5244)
18,tensor(10720),tensor(10721),tensor(0.6689)
19,tensor(10721),tensor(10720),tensor(0.5861)
