,P1,P2,Prob
0,tensor(4974),tensor(4975),tensor(0.8964)
1,tensor(4974),tensor(4976),tensor(0.9430)
2,tensor(4975),tensor(4974),tensor(0.8692)
3,tensor(4975),tensor(4977),tensor(0.8737)
4,tensor(4975),tensor(4978),tensor(0.8406)
5,tensor(4976),tensor(4974),tensor(0.9135)
6,tensor(4976),tensor(4977),tensor(0.9170)
7,tensor(4976),tensor(4979),tensor(0.9013)
8,tensor(4977),tensor(4975),tensor(0.8720)
9,tensor(4977),tensor(4976),tensor(0.9271)
10,tensor(4977),tensor(4979),tensor(0.8860)
11,tensor(4977),tensor(4981),tensor(0.8824)
12,tensor(4978),tensor(4975),tensor(0.8486)
13,tensor(4979),tensor(4976),tensor(0.9390)
14,tensor(4979),tensor(4977),tensor(0.9150)
15,tensor(4981),tensor(4977),tensor(0.9166)
