,P1,P2,Prob
0,tensor(6602),tensor(6603),tensor(0.7401)
1,tensor(6602),tensor(6604),tensor(0.7009)
2,tensor(6602),tensor(6605),tensor(0.4432)
3,tensor(6603),tensor(6602),tensor(0.6258)
4,tensor(6603),tensor(6606),tensor(0.6154)
5,tensor(6603),tensor(6607),tensor(0.7288)
6,tensor(6604),tensor(6602),tensor(0.6500)
7,tensor(6604),tensor(6606),tensor(0.6364)
8,tensor(6604),tensor(6608),tensor(0.6162)
9,tensor(6605),tensor(6602),tensor(0.6606)
10,tensor(6606),tensor(6603),tensor(0.7916)
11,tensor(6606),tensor(6604),tensor(0.7530)
12,tensor(6606),tensor(6608),tensor(0.5252)
13,tensor(6606),tensor(12885),tensor(0.5121)
14,tensor(6607),tensor(6603),tensor(0.6283)
15,tensor(6608),tensor(6604),tensor(0.8153)
16,tensor(6608),tensor(6606),tensor(0.6390)
17,tensor(12885),tensor(6606),tensor(0.6792)
