,P1,P2,Prob
0,tensor(2607),tensor(12086),tensor(0.5051)
1,tensor(4236),tensor(4240),tensor(0.3181)
2,tensor(4240),tensor(4236),tensor(0.3320)
3,tensor(4240),tensor(4760),tensor(0.3911)
4,tensor(4692),tensor(4763),tensor(0.4609)
5,tensor(4759),tensor(4760),tensor(0.4021)
6,tensor(4759),tensor(4761),tensor(0.4687)
7,tensor(4760),tensor(4240),tensor(0.3710)
8,tensor(4760),tensor(4759),tensor(0.5238)
9,tensor(4760),tensor(4762),tensor(0.4683)
10,tensor(4760),tensor(4763),tensor(0.4243)
11,tensor(4760),tensor(4764),tensor(0.4867)
12,tensor(4760),tensor(4765),tensor(0.5205)
13,tensor(4761),tensor(4759),tensor(0.5001)
14,tensor(4761),tensor(4762),tensor(0.4463)
15,tensor(4761),tensor(4766),tensor(0.4526)
16,tensor(4762),tensor(4760),tensor(0.4452)
17,tensor(4762),tensor(4761),tensor(0.5128)
18,tensor(4762),tensor(4766),tensor(0.4745)
19,tensor(4762),tensor(4768),tensor(0.3767)
20,tensor(4762),tensor(4769),tensor(0.4205)
21,tensor(4763),tensor(4692),tensor(0.4234)
22,tensor(4763),tensor(4760),tensor(0.4561)
23,tensor(4764),tensor(4760),tensor(0.3578)
24,tensor(4765),tensor(4760),tensor(0.3691)
25,tensor(4765),tensor(12084),tensor(0.5437)
26,tensor(4766),tensor(4761),tensor(0.5284)
27,tensor(4766),tensor(4762),tensor(0.4775)
28,tensor(4768),tensor(4762),tensor(0.4253)
29,tensor(4769),tensor(4762),tensor(0.3637)
30,tensor(6480),tensor(12085),tensor(0.4050)
31,tensor(11064),tensor(12086),tensor(0.4299)
32,tensor(12084),tensor(4765),tensor(0.5333)
33,tensor(12084),tensor(12085),tensor(0.4578)
34,tensor(12084),tensor(12086),tensor(0.5239)
35,tensor(12085),tensor(6480),tensor(0.0447)
36,tensor(12085),tensor(12084),tensor(0.0716)
37,tensor(12085),tensor(12087),tensor(0.9865)
38,tensor(12085),tensor(12088),tensor(0.0460)
39,tensor(12086),tensor(2607),tensor(0.1069)
40,tensor(12086),tensor(11064),tensor(0.1389)
41,tensor(12086),tensor(12084),tensor(0.2270)
42,tensor(12086),tensor(12087),tensor(0.9952)
43,tensor(12086),tensor(12089),tensor(0.1854)
44,tensor(12087),tensor(12085),tensor(0.3821)
45,tensor(12087),tensor(12086),tensor(0.4364)
46,tensor(12087),tensor(12089),tensor(0.4815)
47,tensor(12088),tensor(12085),tensor(0.4551)
48,tensor(12089),tensor(12086),tensor(0.0045)
49,tensor(12089),tensor(12087),tensor(0.8053)
