,P1,P2,Prob
0,tensor(3704),tensor(3705),tensor(0.6432)
1,tensor(3704),tensor(3706),tensor(0.5501)
2,tensor(3704),tensor(3707),tensor(0.5326)
3,tensor(3705),tensor(3704),tensor(0.4795)
4,tensor(3705),tensor(3708),tensor(0.5070)
5,tensor(3706),tensor(3704),tensor(0.5027)
6,tensor(3706),tensor(3708),tensor(0.5404)
7,tensor(3706),tensor(3709),tensor(0.5082)
8,tensor(3706),tensor(3710),tensor(0.5409)
9,tensor(3706),tensor(3711),tensor(0.4722)
10,tensor(3707),tensor(3704),tensor(0.4835)
11,tensor(3708),tensor(3705),tensor(0.6466)
12,tensor(3708),tensor(3706),tensor(0.5598)
13,tensor(3708),tensor(3709),tensor(0.5479)
14,tensor(3709),tensor(3706),tensor(0.5768)
15,tensor(3709),tensor(3708),tensor(0.5963)
16,tensor(3710),tensor(3706),tensor(0.4609)
17,tensor(3711),tensor(3706),tensor(0.5516)
