,seed,P1,P2,Prob
0,39978,7,18,0.38248354
1,39978,9,12,0.4707298
2,39978,9,17,0.46261114
3,39978,9,18,0.4646002
4,39978,9,23,0.5353651
5,39978,9,40,0.46661606
6,39978,9,54,0.4863399
7,39978,9,62,0.4983232
8,39978,9,69,0.45936412
9,39978,9,71,0.5009024
10,39978,9,91,0.5121344
11,39978,9,97,0.4754628
12,39978,12,9,0.459278
13,39978,12,17,0.43799892
14,39978,17,9,0.46075514
15,39978,17,12,0.45607284
16,39978,17,18,0.44610673
17,39978,17,54,0.45765275
18,39978,18,7,0.52735734
19,39978,18,9,0.531
20,39978,18,17,0.51175994
21,39978,18,20,0.53377175
22,39978,18,22,0.5230621
23,39978,18,24,0.50227886
24,39978,18,25,0.48943558
25,39978,18,26,0.5065856
26,39978,18,30,0.49262807
27,39978,18,31,0.4941831
28,39978,18,32,0.51253796
29,39978,18,33,0.47589484
30,39978,18,39,0.4790091
31,39978,18,42,0.5080518
32,39978,18,46,0.5072288
33,39978,18,50,0.5221702
34,39978,18,60,0.5197711
35,39978,18,74,0.5081261
36,39978,18,76,0.5027093
37,39978,18,98,0.48247173
38,39978,20,18,0.40161118
39,39978,22,18,0.3739032
40,39978,23,9,0.4312661
41,39978,24,18,0.48548892
42,39978,24,25,0.46341568
43,39978,24,26,0.48083153
44,39978,24,30,0.4612592
45,39978,24,31,0.46845493
46,39978,24,33,0.4485941
47,39978,24,42,0.4828086
48,39978,24,76,0.47408086
49,39978,24,98,0.44787475
50,39978,25,18,0.46482655
51,39978,25,24,0.45321885
52,39978,25,26,0.4615451
53,39978,25,30,0.4457438
54,39978,25,33,0.4300101
55,39978,25,42,0.4637383
56,39978,26,18,0.50107056
57,39978,26,24,0.48793605
58,39978,26,25,0.4714461
59,39978,26,30,0.47753364
60,39978,26,31,0.48326182
61,39978,26,32,0.5047877
62,39978,26,33,0.46244982
63,39978,26,42,0.49965084
64,39978,26,74,0.49965087
65,39978,26,98,0.470627
66,39978,30,18,0.5000774
67,39978,30,24,0.4914426
68,39978,30,25,0.4738153
69,39978,30,26,0.49438927
70,39978,30,31,0.47899848
71,39978,30,33,0.46705332
72,39978,30,46,0.49044722
73,39978,30,76,0.48541778
74,39978,30,98,0.46715826
75,39978,31,18,0.47678307
76,39978,31,24,0.46565917
77,39978,31,26,0.4738719
78,39978,31,30,0.46114483
79,39978,31,33,0.4447993
80,39978,31,39,0.44902763
81,39978,31,42,0.47861332
82,39978,31,50,0.48086372
83,39978,31,74,0.4784854
84,39978,32,18,0.48542842
85,39978,32,26,0.4852544
86,39978,32,33,0.4429024
87,39978,32,42,0.47742876
88,39978,32,46,0.47562587
89,39978,32,98,0.448153
90,39978,33,18,0.48571363
91,39978,33,24,0.46496025
92,39978,33,25,0.4661431
93,39978,33,26,0.48208052
94,39978,33,30,0.458823
95,39978,33,31,0.4628083
96,39978,33,32,0.48267582
97,39978,33,39,0.4514284
98,39978,33,42,0.4813581
99,39978,33,98,0.45445567
100,39978,39,18,0.4773291
101,39978,39,31,0.4550713
102,39978,39,33,0.43186146
103,39978,39,42,0.46562713
104,39978,39,46,0.4684268
105,39978,39,63,0.5213813
106,39978,40,9,0.43618783
107,39978,40,69,0.41303658
108,39978,42,18,0.50671184
109,39978,42,24,0.4906799
110,39978,42,25,0.47776654
111,39978,42,26,0.5006835
112,39978,42,31,0.48927084
113,39978,42,32,0.50021327
114,39978,42,33,0.46542788
115,39978,42,39,0.47176504
116,39978,42,64,0.5127916
117,39978,46,18,0.4535804
118,39978,46,30,0.43346128
119,39978,46,32,0.44979703
120,39978,46,39,0.41475004
121,39978,50,18,0.43126303
122,39978,50,31,0.4105741
123,39978,54,9,0.42843848
124,39978,54,17,0.4061312
125,39978,60,18,0.36505237
126,39978,62,9,0.45611593
127,39978,63,39,0.3667884
128,39978,64,42,0.39583594
129,39978,69,9,0.4214914
130,39978,69,40,0.40297574
131,39978,71,9,0.41285893
132,39978,74,18,0.4612103
133,39978,74,26,0.46405467
134,39978,74,31,0.4464398
135,39978,76,18,0.46960577
136,39978,76,24,0.45007843
137,39978,76,30,0.44401532
138,39978,76,97,0.4774645
139,39978,91,9,0.39356866
140,39978,97,9,0.4555463
141,39978,97,76,0.41471416
142,39978,98,18,0.484051
143,39978,98,24,0.46593022
144,39978,98,26,0.4808982
145,39978,98,30,0.4566869
146,39978,98,32,0.47688907
147,39978,98,33,0.4387107
