,P1,P2,Prob
0,tensor(734),tensor(10136),tensor(0.6269)
1,tensor(10134),tensor(10135),tensor(0.5625)
2,tensor(10134),tensor(10136),tensor(0.6281)
3,tensor(10135),tensor(10134),tensor(0.5382)
4,tensor(10135),tensor(10137),tensor(0.5780)
5,tensor(10136),tensor(734),tensor(0.5873)
6,tensor(10136),tensor(10134),tensor(0.5952)
7,tensor(10136),tensor(10137),tensor(0.6271)
8,tensor(10136),tensor(10141),tensor(0.6629)
9,tensor(10136),tensor(10822),tensor(0.5991)
10,tensor(10137),tensor(10135),tensor(0.5949)
11,tensor(10137),tensor(10136),tensor(0.6491)
12,tensor(10137),tensor(10141),tensor(0.6486)
13,tensor(10141),tensor(10136),tensor(0.5905)
14,tensor(10141),tensor(10137),tensor(0.5577)
15,tensor(10141),tensor(10142),tensor(0.5850)
16,tensor(10142),tensor(10141),tensor(0.5743)
17,tensor(10822),tensor(10136),tensor(0.6383)
