,P1,P2,Prob
0,tensor(1257),tensor(10222),tensor(0.2712)
1,tensor(1565),tensor(1567),tensor(0.3340)
2,tensor(1566),tensor(1567),tensor(0.3084)
3,tensor(1566),tensor(1570),tensor(0.2464)
4,tensor(1567),tensor(1565),tensor(0.2509)
5,tensor(1567),tensor(1566),tensor(0.2403)
6,tensor(1567),tensor(1570),tensor(0.1896)
7,tensor(1567),tensor(1573),tensor(0.2697)
8,tensor(1567),tensor(5774),tensor(0.2284)
9,tensor(1567),tensor(9498),tensor(0.4092)
10,tensor(1570),tensor(1566),tensor(0.3114)
11,tensor(1570),tensor(1567),tensor(0.3212)
12,tensor(1573),tensor(1567),tensor(0.3053)
13,tensor(1845),tensor(9497),tensor(0.4765)
14,tensor(5702),tensor(10219),tensor(0.1765)
15,tensor(5774),tensor(1567),tensor(0.3077)
16,tensor(8784),tensor(10222),tensor(0.2626)
17,tensor(9497),tensor(1845),tensor(0.6024)
18,tensor(9497),tensor(9498),tensor(0.8165)
19,tensor(9497),tensor(9499),tensor(0.5468)
20,tensor(9497),tensor(9500),tensor(0.6023)
21,tensor(9498),tensor(1567),tensor(0.7708)
22,tensor(9498),tensor(9497),tensor(0.8392)
23,tensor(9498),tensor(9501),tensor(0.7101)
24,tensor(9498),tensor(10223),tensor(0.8673)
25,tensor(9499),tensor(9497),tensor(0.2953)
26,tensor(9499),tensor(9501),tensor(0.1714)
27,tensor(9499),tensor(9502),tensor(0.1569)
28,tensor(9500),tensor(9497),tensor(0.4953)
29,tensor(9501),tensor(9498),tensor(0.4845)
30,tensor(9501),tensor(9499),tensor(0.2024)
31,tensor(9501),tensor(9502),tensor(0.2283)
32,tensor(9501),tensor(9503),tensor(0.2416)
33,tensor(9501),tensor(9504),tensor(0.2991)
34,tensor(9502),tensor(9499),tensor(0.1753)
35,tensor(9502),tensor(9501),tensor(0.2168)
36,tensor(9503),tensor(9501),tensor(0.2334)
37,tensor(9504),tensor(9501),tensor(0.2690)
38,tensor(10219),tensor(5702),tensor(0.2986)
39,tensor(10219),tensor(10220),tensor(0.2283)
40,tensor(10219),tensor(10221),tensor(0.2585)
41,tensor(10220),tensor(10219),tensor(0.4278)
42,tensor(10220),tensor(10222),tensor(0.5584)
43,tensor(10220),tensor(10223),tensor(0.7280)
44,tensor(10220),tensor(10467),tensor(0.4892)
45,tensor(10221),tensor(10219),tensor(0.1931)
46,tensor(10221),tensor(10222),tensor(0.2902)
47,tensor(10221),tensor(10224),tensor(0.2922)
48,tensor(10222),tensor(1257),tensor(0.2853)
49,tensor(10222),tensor(8784),tensor(0.2286)
50,tensor(10222),tensor(10220),tensor(0.1990)
51,tensor(10222),tensor(10221),tensor(0.2284)
52,tensor(10222),tensor(10224),tensor(0.2717)
53,tensor(10222),tensor(10225),tensor(0.2003)
54,tensor(10222),tensor(10226),tensor(0.2473)
55,tensor(10223),tensor(9498),tensor(0.9383)
56,tensor(10223),tensor(10220),tensor(0.8254)
57,tensor(10224),tensor(10221),tensor(0.2450)
58,tensor(10224),tensor(10222),tensor(0.2841)
59,tensor(10225),tensor(10222),tensor(0.2521)
60,tensor(10226),tensor(10222),tensor(0.3204)
61,tensor(10466),tensor(10467),tensor(0.2108)
62,tensor(10467),tensor(10220),tensor(0.2364)
63,tensor(10467),tensor(10466),tensor(0.2786)
64,tensor(10467),tensor(10469),tensor(0.3342)
65,tensor(10467),tensor(10470),tensor(0.3468)
66,tensor(10469),tensor(10467),tensor(0.2475)
67,tensor(10470),tensor(10467),tensor(0.1926)
