,P1,P2,Prob
0,tensor(734),tensor(10136),tensor(0.8842)
1,tensor(10134),tensor(10135),tensor(0.9393)
2,tensor(10134),tensor(10136),tensor(0.9328)
3,tensor(10135),tensor(10134),tensor(0.8728)
4,tensor(10135),tensor(10137),tensor(0.8595)
5,tensor(10136),tensor(734),tensor(0.9246)
6,tensor(10136),tensor(10134),tensor(0.8965)
7,tensor(10136),tensor(10137),tensor(0.8822)
8,tensor(10136),tensor(10141),tensor(0.9095)
9,tensor(10136),tensor(10822),tensor(0.9267)
10,tensor(10137),tensor(10135),tensor(0.9250)
11,tensor(10137),tensor(10136),tensor(0.9136)
12,tensor(10137),tensor(10141),tensor(0.9194)
13,tensor(10141),tensor(10136),tensor(0.9234)
14,tensor(10141),tensor(10137),tensor(0.8939)
15,tensor(10141),tensor(10142),tensor(0.9222)
16,tensor(10142),tensor(10141),tensor(0.8940)
17,tensor(10822),tensor(10136),tensor(0.9156)
