,seed,P1,P2,Prob
0,39978,7,18,0.46258295
1,39978,9,12,0.53757185
2,39978,9,17,0.5814402
3,39978,9,18,0.5313771
4,39978,9,23,0.5591785
5,39978,9,40,0.57030267
6,39978,9,54,0.55185866
7,39978,9,62,0.56377167
8,39978,9,69,0.52358156
9,39978,9,71,0.56846035
10,39978,9,91,0.58492726
11,39978,9,97,0.5640035
12,39978,12,9,0.5406668
13,39978,12,17,0.5798599
14,39978,17,9,0.56066275
15,39978,17,12,0.55439025
16,39978,17,18,0.54623854
17,39978,17,54,0.55500954
18,39978,18,7,0.54309887
19,39978,18,9,0.52385664
20,39978,18,17,0.55969113
21,39978,18,20,0.5342494
22,39978,18,22,0.5368306
23,39978,18,24,0.53673214
24,39978,18,25,0.49514273
25,39978,18,26,0.5057818
26,39978,18,30,0.52493864
27,39978,18,31,0.5093681
28,39978,18,32,0.53531516
29,39978,18,33,0.5074001
30,39978,18,39,0.5235582
31,39978,18,42,0.5323676
32,39978,18,46,0.4934795
33,39978,18,50,0.5498686
34,39978,18,60,0.54324603
35,39978,18,74,0.5542887
36,39978,18,76,0.52994406
37,39978,18,98,0.5258499
38,39978,20,18,0.49575138
39,39978,22,18,0.5363674
40,39978,23,9,0.50505114
41,39978,24,18,0.5186591
42,39978,24,25,0.512415
43,39978,24,26,0.5165211
44,39978,24,30,0.5396762
45,39978,24,31,0.511876
46,39978,24,33,0.5152884
47,39978,24,42,0.53201526
48,39978,24,76,0.53268456
49,39978,24,98,0.5377395
50,39978,25,18,0.5304002
51,39978,25,24,0.55347246
52,39978,25,26,0.52989066
53,39978,25,30,0.5561729
54,39978,25,33,0.5361415
55,39978,25,42,0.5532406
56,39978,26,18,0.5296309
57,39978,26,24,0.5506426
58,39978,26,25,0.52218765
59,39978,26,30,0.5488198
60,39978,26,31,0.52925867
61,39978,26,32,0.5616149
62,39978,26,33,0.530522
63,39978,26,42,0.5481252
64,39978,26,74,0.5655253
65,39978,26,98,0.54997385
66,39978,30,18,0.546792
67,39978,30,24,0.5693623
68,39978,30,25,0.5414699
69,39978,30,26,0.5507075
70,39978,30,31,0.5435799
71,39978,30,33,0.5520636
72,39978,30,46,0.5403892
73,39978,30,76,0.5650246
74,39978,30,98,0.5769706
75,39978,31,18,0.5392805
76,39978,31,24,0.5643625
77,39978,31,26,0.548265
78,39978,31,30,0.56690043
79,39978,31,33,0.5500541
80,39978,31,39,0.5561109
81,39978,31,42,0.5620149
82,39978,31,50,0.57942575
83,39978,31,74,0.5842558
84,39978,32,18,0.51622313
85,39978,32,26,0.5261672
86,39978,32,33,0.52730006
87,39978,32,42,0.5417001
88,39978,32,46,0.5127016
89,39978,32,98,0.5427602
90,39978,33,18,0.52456236
91,39978,33,24,0.55181944
92,39978,33,25,0.52278924
93,39978,33,26,0.52846897
94,39978,33,30,0.54905295
95,39978,33,31,0.52593386
96,39978,33,32,0.552065
97,39978,33,39,0.5422825
98,39978,33,42,0.54474866
99,39978,33,98,0.5465992
100,39978,39,18,0.52438426
101,39978,39,31,0.5235906
102,39978,39,33,0.53408706
103,39978,39,42,0.54466355
104,39978,39,46,0.51757795
105,39978,39,63,0.57227147
106,39978,40,9,0.52156293
107,39978,40,69,0.49517033
108,39978,42,18,0.5202038
109,39978,42,24,0.53856534
110,39978,42,25,0.51194584
111,39978,42,26,0.5145038
112,39978,42,31,0.51227564
113,39978,42,32,0.54082835
114,39978,42,33,0.51790446
115,39978,42,39,0.5273331
116,39978,42,64,0.57187104
117,39978,46,18,0.51876396
118,39978,46,30,0.54093826
119,39978,46,32,0.54385597
120,39978,46,39,0.5325228
121,39978,50,18,0.5156123
122,39978,50,31,0.51439357
123,39978,54,9,0.49946454
124,39978,54,17,0.5380078
125,39978,60,18,0.51710474
126,39978,62,9,0.55941486
127,39978,63,39,0.48657823
128,39978,64,42,0.5163115
129,39978,69,9,0.5559209
130,39978,69,40,0.58463514
131,39978,71,9,0.52026814
132,39978,74,18,0.54026955
133,39978,74,26,0.5377088
134,39978,74,31,0.52824205
135,39978,76,18,0.51911306
136,39978,76,24,0.5375617
137,39978,76,30,0.5401821
138,39978,76,97,0.5437932
139,39978,91,9,0.46704918
140,39978,97,9,0.5233506
141,39978,97,76,0.5243923
142,39978,98,18,0.54924625
143,39978,98,24,0.56907344
144,39978,98,26,0.54584897
145,39978,98,30,0.57510173
146,39978,98,32,0.5761899
147,39978,98,33,0.5559356
