,P1,P2,Prob
0,tensor(7527),tensor(8345),tensor(0.6558)
1,tensor(8343),tensor(8344),tensor(0.8080)
2,tensor(8343),tensor(8345),tensor(0.7267)
3,tensor(8344),tensor(8343),tensor(0.8358)
4,tensor(8344),tensor(8347),tensor(0.7862)
5,tensor(8345),tensor(7527),tensor(0.8226)
6,tensor(8345),tensor(8343),tensor(0.7016)
7,tensor(8345),tensor(8347),tensor(0.6312)
8,tensor(8345),tensor(8351),tensor(0.8511)
9,tensor(8345),tensor(8352),tensor(0.7316)
10,tensor(8347),tensor(8344),tensor(0.7839)
11,tensor(8347),tensor(8345),tensor(0.7030)
12,tensor(8347),tensor(8351),tensor(0.8895)
13,tensor(8351),tensor(8345),tensor(0.7432)
14,tensor(8351),tensor(8347),tensor(0.7505)
15,tensor(8351),tensor(8353),tensor(0.8632)
16,tensor(8352),tensor(8345),tensor(0.7716)
17,tensor(8353),tensor(8351),tensor(0.9198)
