,P1,P2,Prob
0,tensor(267),tensor(1761),tensor(0.5117)
1,tensor(1760),tensor(1761),tensor(0.4135)
2,tensor(1760),tensor(1762),tensor(0.5298)
3,tensor(1760),tensor(1763),tensor(0.4069)
4,tensor(1760),tensor(5152),tensor(0.3658)
5,tensor(1761),tensor(267),tensor(0.0168)
6,tensor(1761),tensor(1760),tensor(0.0595)
7,tensor(1761),tensor(1764),tensor(0.9513)
8,tensor(1761),tensor(1765),tensor(0.0449)
9,tensor(1762),tensor(1760),tensor(0.0801)
10,tensor(1762),tensor(1764),tensor(0.9715)
11,tensor(1762),tensor(1766),tensor(0.0532)
12,tensor(1762),tensor(10393),tensor(0.0457)
13,tensor(1763),tensor(1760),tensor(0.6020)
14,tensor(1764),tensor(1761),tensor(0.4605)
15,tensor(1764),tensor(1762),tensor(0.5705)
16,tensor(1764),tensor(1766),tensor(0.6930)
17,tensor(1765),tensor(1761),tensor(0.4489)
18,tensor(1766),tensor(1762),tensor(0.0014)
19,tensor(1766),tensor(1764),tensor(0.5109)
20,tensor(3976),tensor(5152),tensor(0.4610)
21,tensor(5149),tensor(5152),tensor(0.4331)
22,tensor(5152),tensor(1760),tensor(0.6703)
23,tensor(5152),tensor(3976),tensor(0.3390)
24,tensor(5152),tensor(5149),tensor(0.4262)
25,tensor(10393),tensor(1762),tensor(0.5613)
