,P1,P2,Prob
0,tensor(987),tensor(9032),tensor(0.5226)
1,tensor(1302),tensor(9036),tensor(0.4880)
2,tensor(4087),tensor(4088),tensor(0.4825)
3,tensor(4088),tensor(4087),tensor(0.4454)
4,tensor(4088),tensor(4092),tensor(0.4719)
5,tensor(4088),tensor(9034),tensor(0.5143)
6,tensor(4092),tensor(4088),tensor(0.4528)
7,tensor(4874),tensor(8534),tensor(0.4654)
8,tensor(7805),tensor(9040),tensor(0.3860)
9,tensor(8531),tensor(8534),tensor(0.4652)
10,tensor(8534),tensor(4874),tensor(0.3756)
11,tensor(8534),tensor(8531),tensor(0.4680)
12,tensor(8534),tensor(9034),tensor(0.5237)
13,tensor(9032),tensor(987),tensor(0.4781)
14,tensor(9032),tensor(9033),tensor(0.5113)
15,tensor(9032),tensor(9034),tensor(0.5437)
16,tensor(9033),tensor(9032),tensor(0.5057)
17,tensor(9033),tensor(9035),tensor(0.5047)
18,tensor(9034),tensor(4088),tensor(0.4706)
19,tensor(9034),tensor(8534),tensor(0.4953)
20,tensor(9034),tensor(9032),tensor(0.5132)
21,tensor(9034),tensor(9035),tensor(0.5038)
22,tensor(9034),tensor(9036),tensor(0.5181)
23,tensor(9034),tensor(9037),tensor(0.5016)
24,tensor(9034),tensor(9038),tensor(0.4694)
25,tensor(9034),tensor(9039),tensor(0.5963)
26,tensor(9034),tensor(9040),tensor(0.4487)
27,tensor(9035),tensor(9033),tensor(0.5089)
28,tensor(9035),tensor(9034),tensor(0.5385)
29,tensor(9035),tensor(9036),tensor(0.5348)
30,tensor(9035),tensor(9041),tensor(0.5190)
31,tensor(9035),tensor(13065),tensor(0.4908)
32,tensor(9036),tensor(1302),tensor(0.4925)
33,tensor(9036),tensor(9034),tensor(0.5200)
34,tensor(9036),tensor(9035),tensor(0.5099)
35,tensor(9036),tensor(9042),tensor(0.4555)
36,tensor(9037),tensor(9034),tensor(0.4532)
37,tensor(9038),tensor(9034),tensor(0.3901)
38,tensor(9039),tensor(9034),tensor(0.5453)
39,tensor(9040),tensor(7805),tensor(0.4891)
40,tensor(9040),tensor(9034),tensor(0.5485)
41,tensor(9041),tensor(9035),tensor(0.4796)
42,tensor(9042),tensor(9036),tensor(0.5094)
43,tensor(13065),tensor(9035),tensor(0.5435)
