,P1,P2,Prob
0,tensor(2639),tensor(7096),tensor(0.4777)
1,tensor(2856),tensor(7097),tensor(0.5710)
2,tensor(7094),tensor(7095),tensor(0.5060)
3,tensor(7094),tensor(7096),tensor(0.5399)
4,tensor(7095),tensor(7094),tensor(0.5778)
5,tensor(7095),tensor(7097),tensor(0.5559)
6,tensor(7096),tensor(2639),tensor(0.5103)
7,tensor(7096),tensor(7094),tensor(0.5743)
8,tensor(7096),tensor(7097),tensor(0.5470)
9,tensor(7096),tensor(7107),tensor(0.5484)
10,tensor(7097),tensor(2856),tensor(0.4989)
11,tensor(7097),tensor(7095),tensor(0.5133)
12,tensor(7097),tensor(7096),tensor(0.5520)
13,tensor(7097),tensor(7107),tensor(0.5190)
14,tensor(7097),tensor(7108),tensor(0.4449)
15,tensor(7097),tensor(7109),tensor(0.5322)
16,tensor(7107),tensor(7096),tensor(0.5300)
17,tensor(7107),tensor(7097),tensor(0.5048)
18,tensor(7107),tensor(7110),tensor(0.4813)
19,tensor(7108),tensor(7097),tensor(0.5079)
20,tensor(7109),tensor(7097),tensor(0.4768)
21,tensor(7110),tensor(7107),tensor(0.4328)
