,P1,P2,Prob
0,tensor(730),tensor(7064),tensor(0.3466)
1,tensor(1143),tensor(1144),tensor(0.2559)
2,tensor(1143),tensor(1145),tensor(0.3266)
3,tensor(1144),tensor(1143),tensor(0.0078)
4,tensor(1144),tensor(1147),tensor(0.8074)
5,tensor(1144),tensor(1148),tensor(0.0257)
6,tensor(1145),tensor(1143),tensor(0.1408)
7,tensor(1145),tensor(1147),tensor(0.9865)
8,tensor(1145),tensor(1149),tensor(0.1293)
9,tensor(1145),tensor(1150),tensor(0.0930)
10,tensor(1145),tensor(7390),tensor(0.1356)
11,tensor(1145),tensor(9096),tensor(0.1170)
12,tensor(1147),tensor(1144),tensor(0.2711)
13,tensor(1147),tensor(1145),tensor(0.3503)
14,tensor(1147),tensor(1149),tensor(0.3747)
15,tensor(1147),tensor(1151),tensor(0.2484)
16,tensor(1147),tensor(1152),tensor(0.2403)
17,tensor(1147),tensor(1153),tensor(0.3260)
18,tensor(1147),tensor(3377),tensor(0.2933)
19,tensor(1147),tensor(3795),tensor(0.3523)
20,tensor(1148),tensor(1144),tensor(0.2197)
21,tensor(1149),tensor(1145),tensor(0.0835)
22,tensor(1149),tensor(1147),tensor(0.9807)
23,tensor(1149),tensor(1154),tensor(0.0991)
24,tensor(1149),tensor(1155),tensor(0.1034)
25,tensor(1149),tensor(9828),tensor(0.0885)
26,tensor(1150),tensor(1145),tensor(0.3628)
27,tensor(1151),tensor(1147),tensor(0.2561)
28,tensor(1152),tensor(1147),tensor(0.3350)
29,tensor(1152),tensor(3105),tensor(0.0002)
30,tensor(1153),tensor(1147),tensor(0.6395)
31,tensor(1153),tensor(7068),tensor(0.0052)
32,tensor(1154),tensor(1149),tensor(0.3711)
33,tensor(1155),tensor(1149),tensor(0.3358)
34,tensor(3105),tensor(1152),tensor(0.2342)
35,tensor(3372),tensor(3377),tensor(0.3066)
36,tensor(3377),tensor(1147),tensor(0.3234)
37,tensor(3377),tensor(3372),tensor(0.0001)
38,tensor(3793),tensor(3795),tensor(0.3636)
39,tensor(3794),tensor(3795),tensor(0.3224)
40,tensor(3794),tensor(3797),tensor(0.2641)
41,tensor(3795),tensor(1147),tensor(0.9930)
42,tensor(3795),tensor(3793),tensor(0.1772)
43,tensor(3795),tensor(3794),tensor(0.1600)
44,tensor(3795),tensor(3797),tensor(0.1402)
45,tensor(3795),tensor(3798),tensor(0.2310)
46,tensor(3795),tensor(3799),tensor(0.1686)
47,tensor(3795),tensor(3800),tensor(0.1650)
48,tensor(3795),tensor(3801),tensor(0.1661)
49,tensor(3795),tensor(3802),tensor(0.1914)
50,tensor(3797),tensor(3794),tensor(0.2894)
51,tensor(3797),tensor(3795),tensor(0.3155)
52,tensor(3798),tensor(3795),tensor(0.2976)
53,tensor(3799),tensor(3795),tensor(0.3820)
54,tensor(3800),tensor(3795),tensor(0.4106)
55,tensor(3801),tensor(3795),tensor(0.3194)
56,tensor(3802),tensor(3795),tensor(0.3436)
57,tensor(7059),tensor(7061),tensor(0.3066)
58,tensor(7059),tensor(7064),tensor(0.2924)
59,tensor(7061),tensor(7059),tensor(0.3384)
60,tensor(7061),tensor(7064),tensor(0.3033)
61,tensor(7064),tensor(730),tensor(0.2935)
62,tensor(7064),tensor(7059),tensor(0.3200)
63,tensor(7064),tensor(7061),tensor(0.2966)
64,tensor(7064),tensor(7067),tensor(0.3244)
65,tensor(7064),tensor(7068),tensor(0.4129)
66,tensor(7064),tensor(7069),tensor(0.2713)
67,tensor(7064),tensor(11544),tensor(0.2307)
68,tensor(7067),tensor(7064),tensor(0.2283)
69,tensor(7068),tensor(1153),tensor(0.2630)
70,tensor(7068),tensor(7064),tensor(0.2350)
71,tensor(7069),tensor(7064),tensor(0.2278)
72,tensor(7390),tensor(1145),tensor(0.3227)
73,tensor(9096),tensor(1145),tensor(0.3765)
74,tensor(9828),tensor(1149),tensor(0.3854)
75,tensor(11544),tensor(7064),tensor(0.3071)
