,P1,P2,Prob
0,tensor(730),tensor(7064),tensor(0.1094)
1,tensor(1143),tensor(1144),tensor(0.1625)
2,tensor(1143),tensor(1145),tensor(0.1184)
3,tensor(1144),tensor(1143),tensor(0.0369)
4,tensor(1144),tensor(1147),tensor(0.9887)
5,tensor(1144),tensor(1148),tensor(0.0836)
6,tensor(1145),tensor(1143),tensor(0.0879)
7,tensor(1145),tensor(1147),tensor(0.9951)
8,tensor(1145),tensor(1149),tensor(0.0634)
9,tensor(1145),tensor(1150),tensor(0.0695)
10,tensor(1145),tensor(7390),tensor(0.0736)
11,tensor(1145),tensor(9096),tensor(0.0761)
12,tensor(1147),tensor(1144),tensor(0.1441)
13,tensor(1147),tensor(1145),tensor(0.1041)
14,tensor(1147),tensor(1149),tensor(0.1123)
15,tensor(1147),tensor(1151),tensor(0.1249)
16,tensor(1147),tensor(1152),tensor(0.1367)
17,tensor(1147),tensor(1153),tensor(0.1301)
18,tensor(1147),tensor(3377),tensor(0.1221)
19,tensor(1147),tensor(3795),tensor(0.1039)
20,tensor(1148),tensor(1144),tensor(0.1394)
21,tensor(1149),tensor(1145),tensor(0.0623)
22,tensor(1149),tensor(1147),tensor(0.9967)
23,tensor(1149),tensor(1154),tensor(0.1087)
24,tensor(1149),tensor(1155),tensor(0.0570)
25,tensor(1149),tensor(9828),tensor(0.0581)
26,tensor(1150),tensor(1145),tensor(0.1184)
27,tensor(1151),tensor(1147),tensor(0.3674)
28,tensor(1152),tensor(1147),tensor(0.5356)
29,tensor(1152),tensor(3105),tensor(0.0006)
30,tensor(1153),tensor(1147),tensor(0.9398)
31,tensor(1153),tensor(7068),tensor(0.0099)
32,tensor(1154),tensor(1149),tensor(0.1172)
33,tensor(1155),tensor(1149),tensor(0.1221)
34,tensor(3105),tensor(1152),tensor(0.1280)
35,tensor(3372),tensor(3377),tensor(0.1138)
36,tensor(3377),tensor(1147),tensor(0.4806)
37,tensor(3377),tensor(3372),tensor(0.0002)
38,tensor(3793),tensor(3795),tensor(0.1105)
39,tensor(3794),tensor(3795),tensor(0.0999)
40,tensor(3794),tensor(3797),tensor(0.1219)
41,tensor(3795),tensor(1147),tensor(0.9965)
42,tensor(3795),tensor(3793),tensor(0.0876)
43,tensor(3795),tensor(3794),tensor(0.0920)
44,tensor(3795),tensor(3797),tensor(0.0990)
45,tensor(3795),tensor(3798),tensor(0.1363)
46,tensor(3795),tensor(3799),tensor(0.1146)
47,tensor(3795),tensor(3800),tensor(0.0977)
48,tensor(3795),tensor(3801),tensor(0.0951)
49,tensor(3795),tensor(3802),tensor(0.0974)
50,tensor(3797),tensor(3794),tensor(0.1259)
51,tensor(3797),tensor(3795),tensor(0.1036)
52,tensor(3798),tensor(3795),tensor(0.1267)
53,tensor(3799),tensor(3795),tensor(0.0894)
54,tensor(3800),tensor(3795),tensor(0.1010)
55,tensor(3801),tensor(3795),tensor(0.0908)
56,tensor(3802),tensor(3795),tensor(0.1057)
57,tensor(7059),tensor(7061),tensor(0.1354)
58,tensor(7059),tensor(7064),tensor(0.1306)
59,tensor(7061),tensor(7059),tensor(0.1205)
60,tensor(7061),tensor(7064),tensor(0.1117)
61,tensor(7064),tensor(730),tensor(0.1323)
62,tensor(7064),tensor(7059),tensor(0.1154)
63,tensor(7064),tensor(7061),tensor(0.1076)
64,tensor(7064),tensor(7067),tensor(0.1469)
65,tensor(7064),tensor(7068),tensor(0.1958)
66,tensor(7064),tensor(7069),tensor(0.1032)
67,tensor(7064),tensor(11544),tensor(0.0820)
68,tensor(7067),tensor(7064),tensor(0.0966)
69,tensor(7068),tensor(1153),tensor(0.1416)
70,tensor(7068),tensor(7064),tensor(0.1211)
71,tensor(7069),tensor(7064),tensor(0.1297)
72,tensor(7390),tensor(1145),tensor(0.0916)
73,tensor(9096),tensor(1145),tensor(0.0967)
74,tensor(9828),tensor(1149),tensor(0.0981)
75,tensor(11544),tensor(7064),tensor(0.1241)
