,P1,P2,Prob
0,tensor(159),tensor(160),tensor(0.5708)
1,tensor(159),tensor(161),tensor(0.5911)
2,tensor(159),tensor(162),tensor(0.5530)
3,tensor(160),tensor(159),tensor(0.5149)
4,tensor(160),tensor(163),tensor(0.5086)
5,tensor(160),tensor(164),tensor(0.5349)
6,tensor(160),tensor(4401),tensor(0.4893)
7,tensor(161),tensor(159),tensor(0.5628)
8,tensor(161),tensor(163),tensor(0.5625)
9,tensor(161),tensor(165),tensor(0.5076)
10,tensor(161),tensor(166),tensor(0.6182)
11,tensor(162),tensor(159),tensor(0.5163)
12,tensor(163),tensor(160),tensor(0.5266)
13,tensor(163),tensor(161),tensor(0.5425)
14,tensor(163),tensor(165),tensor(0.4687)
15,tensor(164),tensor(160),tensor(0.4796)
16,tensor(165),tensor(161),tensor(0.5256)
17,tensor(165),tensor(163),tensor(0.5093)
18,tensor(166),tensor(161),tensor(0.5033)
19,tensor(4401),tensor(160),tensor(0.5485)
