,P1,P2,Prob
0,tensor(734),tensor(10136),tensor(0.7238)
1,tensor(10134),tensor(10135),tensor(0.6785)
2,tensor(10134),tensor(10136),tensor(0.7266)
3,tensor(10135),tensor(10134),tensor(0.6203)
4,tensor(10135),tensor(10137),tensor(0.6443)
5,tensor(10136),tensor(734),tensor(0.7470)
6,tensor(10136),tensor(10134),tensor(0.6949)
7,tensor(10136),tensor(10137),tensor(0.7111)
8,tensor(10136),tensor(10141),tensor(0.7420)
9,tensor(10136),tensor(10822),tensor(0.6977)
10,tensor(10137),tensor(10135),tensor(0.6953)
11,tensor(10137),tensor(10136),tensor(0.7383)
12,tensor(10137),tensor(10141),tensor(0.7495)
13,tensor(10141),tensor(10136),tensor(0.7570)
14,tensor(10141),tensor(10137),tensor(0.7447)
15,tensor(10141),tensor(10142),tensor(0.8020)
16,tensor(10142),tensor(10141),tensor(0.5857)
17,tensor(10822),tensor(10136),tensor(0.6693)
