,P1,P2,Prob
0,tensor(3115),tensor(3172),tensor(0.4999)
1,tensor(3166),tensor(3167),tensor(0.5821)
2,tensor(3166),tensor(3168),tensor(0.5461)
3,tensor(3167),tensor(3166),tensor(0.5189)
4,tensor(3167),tensor(3172),tensor(0.4927)
5,tensor(3168),tensor(3166),tensor(0.5445)
6,tensor(3168),tensor(3172),tensor(0.5152)
7,tensor(3168),tensor(3177),tensor(0.5405)
8,tensor(3168),tensor(8344),tensor(0.5039)
9,tensor(3172),tensor(3115),tensor(0.4959)
10,tensor(3172),tensor(3167),tensor(0.5380)
11,tensor(3172),tensor(3168),tensor(0.5032)
12,tensor(3172),tensor(3177),tensor(0.5439)
13,tensor(3177),tensor(3168),tensor(0.5107)
14,tensor(3177),tensor(3172),tensor(0.5260)
15,tensor(3177),tensor(3178),tensor(0.5292)
16,tensor(3177),tensor(3179),tensor(0.5922)
17,tensor(3177),tensor(3180),tensor(0.5430)
18,tensor(3178),tensor(3177),tensor(0.4480)
19,tensor(3178),tensor(3635),tensor(0.4171)
20,tensor(3179),tensor(3177),tensor(0.4121)
21,tensor(3180),tensor(3177),tensor(0.5308)
22,tensor(3635),tensor(3178),tensor(0.4927)
23,tensor(8344),tensor(3168),tensor(0.4923)
