,seed,P1,P2,Prob
0,39978,7,18,0.4088326
1,39978,9,12,0.5904664
2,39978,9,14,0.58722746
3,39978,9,17,0.539679
4,39978,9,18,0.50734454
5,39978,9,23,0.82377404
6,39978,9,32,0.51581836
7,39978,9,40,0.6408075
8,39978,9,51,0.5683551
9,39978,9,54,0.5531442
10,39978,9,61,0.74543077
11,39978,9,62,0.57128483
12,39978,9,69,0.64056927
13,39978,9,71,0.61012757
14,39978,9,97,0.5938293
15,39978,12,9,0.4171486
16,39978,14,9,0.43567675
17,39978,17,9,0.44804117
18,39978,17,54,0.45958325
19,39978,18,7,0.53714913
20,39978,18,9,0.47560316
21,39978,18,19,0.5292292
22,39978,18,20,0.5335567
23,39978,18,22,0.4815807
24,39978,18,24,0.46256825
25,39978,18,25,0.46164355
26,39978,18,26,0.4605663
27,39978,18,30,0.47806856
28,39978,18,31,0.464817
29,39978,18,32,0.46242413
30,39978,18,33,0.469344
31,39978,18,39,0.48488024
32,39978,18,42,0.45618868
33,39978,18,46,0.47246835
34,39978,18,50,0.4770387
35,39978,18,53,0.53056806
36,39978,18,60,0.47892207
37,39978,18,74,0.4638932
38,39978,18,76,0.49011773
39,39978,18,98,0.46140894
40,39978,19,18,0.43208966
41,39978,20,18,0.41345817
42,39978,22,18,0.4562463
43,39978,22,32,0.46689683
44,39978,22,33,0.46338755
45,39978,23,9,0.44161382
46,39978,24,18,0.4557768
47,39978,24,25,0.46823937
48,39978,24,26,0.47101817
49,39978,24,30,0.4741888
50,39978,24,31,0.46008942
51,39978,24,32,0.4582183
52,39978,24,33,0.46704447
53,39978,24,74,0.4667876
54,39978,24,98,0.4660392
55,39978,25,18,0.46713158
56,39978,25,24,0.480238
57,39978,25,26,0.4742669
58,39978,25,32,0.47482514
59,39978,25,42,0.46936753
60,39978,25,60,0.4943834
61,39978,26,18,0.46646827
62,39978,26,24,0.46353418
63,39978,26,25,0.46827397
64,39978,26,31,0.4659696
65,39978,26,32,0.46504164
66,39978,26,33,0.46525767
67,39978,26,39,0.4886636
68,39978,26,42,0.4586898
69,39978,26,74,0.46508852
70,39978,26,76,0.49682242
71,39978,26,98,0.46479374
72,39978,30,18,0.4642262
73,39978,30,24,0.46341333
74,39978,30,33,0.46992904
75,39978,31,18,0.46797284
76,39978,31,24,0.47303355
77,39978,31,26,0.4729203
78,39978,31,32,0.47181982
79,39978,31,33,0.4773292
80,39978,31,42,0.46427944
81,39978,31,50,0.49268442
82,39978,31,74,0.47506058
83,39978,31,98,0.4749758
84,39978,32,9,0.49078754
85,39978,32,18,0.4631298
86,39978,32,22,0.48438442
87,39978,32,24,0.46782267
88,39978,32,25,0.4701328
89,39978,32,26,0.4673663
90,39978,32,31,0.46644726
91,39978,32,33,0.46998036
92,39978,32,46,0.4852305
93,39978,32,98,0.4648661
94,39978,33,18,0.46780518
95,39978,33,22,0.49194756
96,39978,33,24,0.47717372
97,39978,33,26,0.46636993
98,39978,33,30,0.4916787
99,39978,33,31,0.47833633
100,39978,33,32,0.47359452
101,39978,33,42,0.46651378
102,39978,33,74,0.47755292
103,39978,33,98,0.47032353
104,39978,39,18,0.4507668
105,39978,39,26,0.45385107
106,39978,39,42,0.45319217
107,39978,40,9,0.43215576
108,39978,42,18,0.4592715
109,39978,42,25,0.4664165
110,39978,42,26,0.46273607
111,39978,42,31,0.46513873
112,39978,42,33,0.46192968
113,39978,42,39,0.48214254
114,39978,46,18,0.45939565
115,39978,46,32,0.46970958
116,39978,46,50,0.4806654
117,39978,46,98,0.46443194
118,39978,50,18,0.44792002
119,39978,50,31,0.45298827
120,39978,50,46,0.46570694
121,39978,51,9,0.4282953
122,39978,53,18,0.41997853
123,39978,54,9,0.4438449
124,39978,54,17,0.45406792
125,39978,60,18,0.45762685
126,39978,60,25,0.46343812
127,39978,60,98,0.4601865
128,39978,61,9,0.42886123
129,39978,62,9,0.4337478
130,39978,69,9,0.44333336
131,39978,71,9,0.43598822
132,39978,74,18,0.46185312
133,39978,74,24,0.47046295
134,39978,74,26,0.46387172
135,39978,74,31,0.46690646
136,39978,74,33,0.46975058
137,39978,74,98,0.46703222
138,39978,76,18,0.44208345
139,39978,76,26,0.4470263
140,39978,97,9,0.4421318
141,39978,98,18,0.47048026
142,39978,98,24,0.46793222
143,39978,98,26,0.46648633
144,39978,98,31,0.4761068
145,39978,98,32,0.46545717
146,39978,98,33,0.4615474
147,39978,98,46,0.48184556
148,39978,98,60,0.48754224
149,39978,98,74,0.46785548
