,seed,P1,P2,Prob
0,39978,7,18,0.39210394
1,39978,9,12,0.5763028
2,39978,9,14,0.5835558
3,39978,9,17,0.54686785
4,39978,9,18,0.49860474
5,39978,9,23,0.8211015
6,39978,9,32,0.5070228
7,39978,9,40,0.6439928
8,39978,9,51,0.5685498
9,39978,9,54,0.5409927
10,39978,9,61,0.7385638
11,39978,9,62,0.5729425
12,39978,9,69,0.6370251
13,39978,9,71,0.60318595
14,39978,9,97,0.5917514
15,39978,12,9,0.40917975
16,39978,14,9,0.42353526
17,39978,17,9,0.4292124
18,39978,17,54,0.45465264
19,39978,18,7,0.51716095
20,39978,18,9,0.45702443
21,39978,18,19,0.51443654
22,39978,18,20,0.5187626
23,39978,18,22,0.46451738
24,39978,18,24,0.43926537
25,39978,18,25,0.45353746
26,39978,18,26,0.43251988
27,39978,18,30,0.45923916
28,39978,18,31,0.4468253
29,39978,18,32,0.43781236
30,39978,18,33,0.44564098
31,39978,18,39,0.46358612
32,39978,18,42,0.44282675
33,39978,18,46,0.45906752
34,39978,18,50,0.4615873
35,39978,18,53,0.52710295
36,39978,18,60,0.46271366
37,39978,18,74,0.43401533
38,39978,18,76,0.47052523
39,39978,18,98,0.44084668
40,39978,19,18,0.41926754
41,39978,20,18,0.40166014
42,39978,22,18,0.44063383
43,39978,22,32,0.44970146
44,39978,22,33,0.44876
45,39978,23,9,0.4329838
46,39978,24,18,0.43500078
47,39978,24,25,0.45733184
48,39978,24,26,0.44813418
49,39978,24,30,0.46258646
50,39978,24,31,0.45854473
51,39978,24,32,0.4474543
52,39978,24,33,0.44899043
53,39978,24,74,0.43789482
54,39978,24,98,0.43564552
55,39978,25,18,0.45104742
56,39978,25,24,0.45178285
57,39978,25,26,0.4621564
58,39978,25,32,0.4483729
59,39978,25,42,0.4522644
60,39978,25,60,0.48446816
61,39978,26,18,0.43694043
62,39978,26,24,0.44857144
63,39978,26,25,0.46371773
64,39978,26,31,0.45734957
65,39978,26,32,0.45026562
66,39978,26,33,0.45026654
67,39978,26,39,0.47611207
68,39978,26,42,0.45256963
69,39978,26,74,0.4457707
70,39978,26,76,0.48622534
71,39978,26,98,0.44602978
72,39978,30,18,0.44949442
73,39978,30,24,0.4493829
74,39978,30,33,0.4492498
75,39978,31,18,0.45624194
76,39978,31,24,0.46319953
77,39978,31,26,0.45122856
78,39978,31,32,0.46289676
79,39978,31,33,0.45811197
80,39978,31,42,0.45606163
81,39978,31,50,0.47563985
82,39978,31,74,0.45904106
83,39978,31,98,0.4608064
84,39978,32,9,0.45910016
85,39978,32,18,0.44195226
86,39978,32,22,0.4790816
87,39978,32,24,0.44467637
88,39978,32,25,0.45735744
89,39978,32,26,0.44855487
90,39978,32,31,0.4611438
91,39978,32,33,0.4525919
92,39978,32,46,0.47096127
93,39978,32,98,0.45097393
94,39978,33,18,0.44225395
95,39978,33,22,0.4913864
96,39978,33,24,0.45317382
97,39978,33,26,0.4574506
98,39978,33,30,0.46984184
99,39978,33,31,0.46374482
100,39978,33,32,0.45460913
101,39978,33,42,0.4532915
102,39978,33,74,0.45012248
103,39978,33,98,0.45634103
104,39978,39,18,0.43764997
105,39978,39,26,0.44427672
106,39978,39,42,0.4411434
107,39978,40,9,0.42292616
108,39978,42,18,0.4397352
109,39978,42,25,0.45287606
110,39978,42,26,0.4444544
111,39978,42,31,0.4551651
112,39978,42,33,0.44482735
113,39978,42,39,0.47108144
114,39978,46,18,0.44973287
115,39978,46,32,0.4583842
116,39978,46,50,0.4712979
117,39978,46,98,0.45373788
118,39978,50,18,0.43098003
119,39978,50,31,0.45150626
120,39978,50,46,0.46611446
121,39978,51,9,0.41667333
122,39978,53,18,0.41582397
123,39978,54,9,0.43889356
124,39978,54,17,0.4588997
125,39978,60,18,0.432575
126,39978,60,25,0.45596927
127,39978,60,98,0.443986
128,39978,61,9,0.42467704
129,39978,62,9,0.42116994
130,39978,69,9,0.43983433
131,39978,71,9,0.42518598
132,39978,74,18,0.43629918
133,39978,74,24,0.4513244
134,39978,74,26,0.4510369
135,39978,74,31,0.45935726
136,39978,74,33,0.4514671
137,39978,74,98,0.44645244
138,39978,76,18,0.4296114
139,39978,76,26,0.42464077
140,39978,97,9,0.43223745
141,39978,98,18,0.44152236
142,39978,98,24,0.4423127
143,39978,98,26,0.4472043
144,39978,98,31,0.4592666
145,39978,98,32,0.4439783
146,39978,98,33,0.45233828
147,39978,98,46,0.46774215
148,39978,98,60,0.47561553
149,39978,98,74,0.45407647
