,P1,P2,Prob
0,tensor(6589),tensor(6590),tensor(0.5117)
1,tensor(6589),tensor(6591),tensor(0.5335)
2,tensor(6590),tensor(6589),tensor(0.5217)
3,tensor(6590),tensor(6592),tensor(0.5243)
4,tensor(6591),tensor(6589),tensor(0.4617)
5,tensor(6591),tensor(6592),tensor(0.4648)
6,tensor(6591),tensor(6598),tensor(0.4597)
7,tensor(6591),tensor(6599),tensor(0.4645)
8,tensor(6592),tensor(6590),tensor(0.5052)
9,tensor(6592),tensor(6591),tensor(0.5368)
10,tensor(6592),tensor(6598),tensor(0.5106)
11,tensor(6592),tensor(6600),tensor(0.5552)
12,tensor(6598),tensor(6591),tensor(0.5381)
13,tensor(6598),tensor(6592),tensor(0.5117)
14,tensor(6599),tensor(6591),tensor(0.5106)
15,tensor(6600),tensor(6592),tensor(0.4427)
