,P1,P2,Prob
0,tensor(7716),tensor(7717),tensor(0.5543)
1,tensor(7716),tensor(7718),tensor(0.6311)
2,tensor(7717),tensor(7716),tensor(0.5589)
3,tensor(7717),tensor(7723),tensor(0.5429)
4,tensor(7718),tensor(7716),tensor(0.5818)
5,tensor(7718),tensor(7723),tensor(0.5537)
6,tensor(7718),tensor(7726),tensor(0.5947)
7,tensor(7723),tensor(7717),tensor(0.5765)
8,tensor(7723),tensor(7718),tensor(0.6517)
9,tensor(7723),tensor(7726),tensor(0.6241)
10,tensor(7723),tensor(12674),tensor(0.6106)
11,tensor(7726),tensor(7718),tensor(0.6433)
12,tensor(7726),tensor(7723),tensor(0.5706)
13,tensor(7726),tensor(7727),tensor(0.6115)
14,tensor(7727),tensor(7726),tensor(0.5586)
15,tensor(12674),tensor(7723),tensor(0.5624)
