,P1,P2,Prob
0,tensor(734),tensor(10136),tensor(0.5979)
1,tensor(10134),tensor(10135),tensor(0.5799)
2,tensor(10134),tensor(10136),tensor(0.5862)
3,tensor(10135),tensor(10134),tensor(0.5492)
4,tensor(10135),tensor(10137),tensor(0.5857)
5,tensor(10136),tensor(734),tensor(0.6735)
6,tensor(10136),tensor(10134),tensor(0.6158)
7,tensor(10136),tensor(10137),tensor(0.6405)
8,tensor(10136),tensor(10141),tensor(0.6959)
9,tensor(10136),tensor(10822),tensor(0.6032)
10,tensor(10137),tensor(10135),tensor(0.5490)
11,tensor(10137),tensor(10136),tensor(0.5535)
12,tensor(10137),tensor(10141),tensor(0.6388)
13,tensor(10141),tensor(10136),tensor(0.5669)
14,tensor(10141),tensor(10137),tensor(0.5951)
15,tensor(10141),tensor(10142),tensor(0.6572)
16,tensor(10142),tensor(10141),tensor(0.5507)
17,tensor(10822),tensor(10136),tensor(0.5669)
