,seed,P1,P2,Prob
0,39978,7,18,0.4152692
1,39978,9,12,0.50443745
2,39978,9,17,0.48843
3,39978,9,18,0.50380427
4,39978,9,23,0.5640711
5,39978,9,40,0.49414903
6,39978,9,54,0.52629954
7,39978,9,62,0.5280019
8,39978,9,69,0.50683093
9,39978,9,71,0.52037835
10,39978,9,91,0.5264957
11,39978,9,97,0.4939461
12,39978,12,9,0.4842446
13,39978,12,17,0.46079484
14,39978,17,9,0.49843442
15,39978,17,12,0.4763209
16,39978,17,18,0.47879747
17,39978,17,54,0.5035302
18,39978,18,7,0.5551465
19,39978,18,9,0.5605373
20,39978,18,17,0.52750456
21,39978,18,20,0.53396666
22,39978,18,22,0.5272622
23,39978,18,24,0.52249753
24,39978,18,25,0.5196343
25,39978,18,26,0.5185975
26,39978,18,30,0.49409258
27,39978,18,31,0.52015597
28,39978,18,32,0.5230899
29,39978,18,33,0.49102363
30,39978,18,39,0.50835633
31,39978,18,42,0.52098113
32,39978,18,46,0.52537626
33,39978,18,50,0.5178259
34,39978,18,60,0.52462345
35,39978,18,74,0.50166863
36,39978,18,76,0.5160875
37,39978,18,98,0.5115907
38,39978,20,18,0.40565
39,39978,22,18,0.4050191
40,39978,23,9,0.47111997
41,39978,24,18,0.5189519
42,39978,24,25,0.4991254
43,39978,24,26,0.5070829
44,39978,24,30,0.4724169
45,39978,24,31,0.4953315
46,39978,24,33,0.4679566
47,39978,24,42,0.4991823
48,39978,24,76,0.4840869
49,39978,24,98,0.49458545
50,39978,25,18,0.5068472
51,39978,25,24,0.48989204
52,39978,25,26,0.4751897
53,39978,25,30,0.45611593
54,39978,25,33,0.45393473
55,39978,25,42,0.47807837
56,39978,26,18,0.53547704
57,39978,26,24,0.5136722
58,39978,26,25,0.502082
59,39978,26,30,0.48285815
60,39978,26,31,0.50444186
61,39978,26,32,0.5040843
62,39978,26,33,0.4795751
63,39978,26,42,0.50624704
64,39978,26,74,0.49778214
65,39978,26,98,0.4985285
66,39978,30,18,0.5339134
67,39978,30,24,0.51346993
68,39978,30,25,0.49875587
69,39978,30,26,0.50104314
70,39978,30,31,0.5014577
71,39978,30,33,0.47281235
72,39978,30,46,0.5027576
73,39978,30,76,0.50158244
74,39978,30,98,0.4940689
75,39978,31,18,0.5231497
76,39978,31,24,0.5087842
77,39978,31,26,0.4969747
78,39978,31,30,0.4775106
79,39978,31,33,0.4716732
80,39978,31,39,0.48663145
81,39978,31,42,0.50724524
82,39978,31,50,0.49697164
83,39978,31,74,0.4893671
84,39978,32,18,0.5060808
85,39978,32,26,0.48989266
86,39978,32,33,0.45243788
87,39978,32,42,0.48264435
88,39978,32,46,0.49388227
89,39978,32,98,0.47608793
90,39978,33,18,0.52376324
91,39978,33,24,0.5064494
92,39978,33,25,0.4933868
93,39978,33,26,0.50300545
94,39978,33,30,0.47392905
95,39978,33,31,0.49781036
96,39978,33,32,0.49368224
97,39978,33,39,0.48449805
98,39978,33,42,0.4978897
99,39978,33,98,0.4857978
100,39978,39,18,0.5040945
101,39978,39,31,0.4762212
102,39978,39,33,0.4518478
103,39978,39,42,0.48402223
104,39978,39,46,0.48388574
105,39978,39,63,0.52025056
106,39978,40,9,0.47920546
107,39978,40,69,0.45829687
108,39978,42,18,0.5506512
109,39978,42,24,0.53895974
110,39978,42,25,0.530749
111,39978,42,26,0.5235295
112,39978,42,31,0.51910657
113,39978,42,32,0.52350956
114,39978,42,33,0.4972821
115,39978,42,39,0.51330334
116,39978,42,64,0.54043055
117,39978,46,18,0.48480058
118,39978,46,30,0.44240683
119,39978,46,32,0.45045346
120,39978,46,39,0.44505236
121,39978,50,18,0.46051493
122,39978,50,31,0.42268208
123,39978,54,9,0.45156792
124,39978,54,17,0.42054394
125,39978,60,18,0.40454742
126,39978,62,9,0.48637247
127,39978,63,39,0.39109507
128,39978,64,42,0.4332605
129,39978,69,9,0.46189004
130,39978,69,40,0.43474936
131,39978,71,9,0.4407689
132,39978,74,18,0.50716037
133,39978,74,26,0.48237658
134,39978,74,31,0.4780582
135,39978,76,18,0.50936943
136,39978,76,24,0.49097773
137,39978,76,30,0.4606597
138,39978,76,97,0.4992871
139,39978,91,9,0.42987588
140,39978,97,9,0.48845187
141,39978,97,76,0.43990776
142,39978,98,18,0.52344495
143,39978,98,24,0.5018315
144,39978,98,26,0.4949695
145,39978,98,30,0.47122115
146,39978,98,32,0.49171206
147,39978,98,33,0.46494454
