,seed,P1,P2,Prob
0,39978,7,18,0.57595897
1,39978,9,12,0.6335658
2,39978,9,17,0.6796927
3,39978,9,18,0.6509487
4,39978,9,23,0.6202678
5,39978,9,40,0.6689568
6,39978,9,54,0.650321
7,39978,9,62,0.63489956
8,39978,9,69,0.63674515
9,39978,9,71,0.67089313
10,39978,9,91,0.676085
11,39978,9,97,0.6601751
12,39978,12,9,0.6122089
13,39978,12,17,0.63219357
14,39978,17,9,0.62902874
15,39978,17,12,0.59724796
16,39978,17,18,0.6154712
17,39978,17,54,0.6205172
18,39978,18,7,0.651009
19,39978,18,9,0.67110604
20,39978,18,17,0.6818271
21,39978,18,20,0.60841453
22,39978,18,22,0.64094865
23,39978,18,24,0.6557281
24,39978,18,25,0.63474447
25,39978,18,26,0.63164616
26,39978,18,30,0.64557034
27,39978,18,31,0.6411295
28,39978,18,32,0.65626824
29,39978,18,33,0.64791954
30,39978,18,39,0.66208154
31,39978,18,42,0.6473993
32,39978,18,46,0.6240438
33,39978,18,50,0.63334996
34,39978,18,60,0.6470074
35,39978,18,74,0.66200274
36,39978,18,76,0.66211367
37,39978,18,98,0.63621914
38,39978,20,18,0.6022292
39,39978,22,18,0.63639957
40,39978,23,9,0.61984426
41,39978,24,18,0.6433737
42,39978,24,25,0.62909865
43,39978,24,26,0.61217993
44,39978,24,30,0.6278462
45,39978,24,31,0.62655425
46,39978,24,33,0.63641554
47,39978,24,42,0.63526326
48,39978,24,76,0.6575332
49,39978,24,98,0.6204676
50,39978,25,18,0.62271965
51,39978,25,24,0.6285909
52,39978,25,26,0.606445
53,39978,25,30,0.6148723
54,39978,25,33,0.6257707
55,39978,25,42,0.6196007
56,39978,26,18,0.65058047
57,39978,26,24,0.66015315
58,39978,26,25,0.63550436
59,39978,26,30,0.64436907
60,39978,26,31,0.6407238
61,39978,26,32,0.6588487
62,39978,26,33,0.65012324
63,39978,26,42,0.6434832
64,39978,26,74,0.65248984
65,39978,26,98,0.63113856
66,39978,30,18,0.66471165
67,39978,30,24,0.6680367
68,39978,30,25,0.65272677
69,39978,30,26,0.6425722
70,39978,30,31,0.6622114
71,39978,30,33,0.66276336
72,39978,30,46,0.6434424
73,39978,30,76,0.68534
74,39978,30,98,0.6395575
75,39978,31,18,0.6612054
76,39978,31,24,0.6657006
77,39978,31,26,0.64280295
78,39978,31,30,0.6542245
79,39978,31,33,0.65963954
80,39978,31,39,0.6689868
81,39978,31,42,0.65713453
82,39978,31,50,0.64359874
83,39978,31,74,0.6688863
84,39978,32,18,0.6610368
85,39978,32,26,0.64216864
86,39978,32,33,0.6550639
87,39978,32,42,0.65270984
88,39978,32,46,0.6365176
89,39978,32,98,0.6461502
90,39978,33,18,0.6377791
91,39978,33,24,0.6382848
92,39978,33,25,0.6209814
93,39978,33,26,0.6094099
94,39978,33,30,0.63035184
95,39978,33,31,0.62211263
96,39978,33,32,0.6400173
97,39978,33,39,0.647127
98,39978,33,42,0.62389696
99,39978,33,98,0.62122655
100,39978,39,18,0.6635212
101,39978,39,31,0.6466557
102,39978,39,33,0.6555688
103,39978,39,42,0.65414417
104,39978,39,46,0.6336422
105,39978,39,63,0.6212967
106,39978,40,9,0.6310715
107,39978,40,69,0.5877933
108,39978,42,18,0.65163976
109,39978,42,24,0.6446319
110,39978,42,25,0.62959385
111,39978,42,26,0.6199568
112,39978,42,31,0.63555986
113,39978,42,32,0.6491457
114,39978,42,33,0.6413025
115,39978,42,39,0.6533328
116,39978,42,64,0.6652932
117,39978,46,18,0.6323161
118,39978,46,30,0.62027353
119,39978,46,32,0.6320724
120,39978,46,39,0.63785976
121,39978,50,18,0.62278134
122,39978,50,31,0.60557044
123,39978,54,9,0.5757601
124,39978,54,17,0.5906527
125,39978,60,18,0.585121
126,39978,62,9,0.6203264
127,39978,63,39,0.5876994
128,39978,64,42,0.5960924
129,39978,69,9,0.6234133
130,39978,69,40,0.61457884
131,39978,71,9,0.61603427
132,39978,74,18,0.6632932
133,39978,74,26,0.64044386
134,39978,74,31,0.6502498
135,39978,76,18,0.618653
136,39978,76,24,0.6191502
137,39978,76,30,0.60673636
138,39978,76,97,0.621119
139,39978,91,9,0.5854028
140,39978,97,9,0.613165
141,39978,97,76,0.6043423
142,39978,98,18,0.6765768
143,39978,98,24,0.6735232
144,39978,98,26,0.64255685
145,39978,98,30,0.6612612
146,39978,98,32,0.67207164
147,39978,98,33,0.66141325
