,P1,P2,Prob
0,tensor(3062),tensor(12326),tensor(0.4863)
1,tensor(4607),tensor(12323),tensor(0.4473)
2,tensor(12319),tensor(12320),tensor(0.5224)
3,tensor(12319),tensor(12321),tensor(0.5485)
4,tensor(12319),tensor(12322),tensor(0.4832)
5,tensor(12320),tensor(12319),tensor(0.4795)
6,tensor(12320),tensor(12323),tensor(0.4340)
7,tensor(12321),tensor(12319),tensor(0.5229)
8,tensor(12321),tensor(12323),tensor(0.4800)
9,tensor(12321),tensor(12324),tensor(0.5982)
10,tensor(12321),tensor(12325),tensor(0.6127)
11,tensor(12321),tensor(12326),tensor(0.5378)
12,tensor(12322),tensor(12319),tensor(0.5407)
13,tensor(12323),tensor(4607),tensor(0.4794)
14,tensor(12323),tensor(12320),tensor(0.5320)
15,tensor(12323),tensor(12321),tensor(0.5604)
16,tensor(12323),tensor(12324),tensor(0.6028)
17,tensor(12323),tensor(12327),tensor(0.5668)
18,tensor(12323),tensor(12328),tensor(0.5604)
19,tensor(12324),tensor(12321),tensor(0.5721)
20,tensor(12324),tensor(12323),tensor(0.4926)
21,tensor(12325),tensor(12321),tensor(0.5019)
22,tensor(12326),tensor(3062),tensor(0.4927)
23,tensor(12326),tensor(12321),tensor(0.4909)
24,tensor(12326),tensor(12919),tensor(0.4809)
25,tensor(12327),tensor(12323),tensor(0.3706)
26,tensor(12328),tensor(12323),tensor(0.4063)
27,tensor(12919),tensor(12326),tensor(0.4708)
