,P1,P2,Prob
0,tensor(13101),tensor(13102),tensor(0.6304)
1,tensor(13101),tensor(13103),tensor(0.6249)
2,tensor(13101),tensor(13104),tensor(0.6407)
3,tensor(13102),tensor(13101),tensor(0.6609)
4,tensor(13102),tensor(13105),tensor(0.7493)
5,tensor(13102),tensor(13106),tensor(0.7024)
6,tensor(13103),tensor(13101),tensor(0.5185)
7,tensor(13103),tensor(13105),tensor(0.6316)
8,tensor(13103),tensor(13107),tensor(0.6297)
9,tensor(13104),tensor(13101),tensor(0.5580)
10,tensor(13105),tensor(13102),tensor(0.5972)
11,tensor(13105),tensor(13103),tensor(0.5785)
12,tensor(13105),tensor(13107),tensor(0.5915)
13,tensor(13106),tensor(13102),tensor(0.6103)
14,tensor(13107),tensor(13103),tensor(0.6706)
15,tensor(13107),tensor(13105),tensor(0.6894)
