,P1,P2,Prob
0,tensor(545),tensor(547),tensor(0.4440)
1,tensor(547),tensor(545),tensor(0.4363)
2,tensor(547),tensor(548),tensor(0.3946)
3,tensor(547),tensor(550),tensor(0.3794)
4,tensor(547),tensor(1623),tensor(0.3854)
5,tensor(547),tensor(4196),tensor(0.4388)
6,tensor(547),tensor(8396),tensor(0.3930)
7,tensor(548),tensor(547),tensor(0.4349)
8,tensor(548),tensor(550),tensor(0.3674)
9,tensor(550),tensor(547),tensor(0.4452)
10,tensor(550),tensor(548),tensor(0.4007)
11,tensor(1623),tensor(547),tensor(0.3890)
12,tensor(2089),tensor(4190),tensor(0.3831)
13,tensor(4188),tensor(4190),tensor(0.2098)
14,tensor(4190),tensor(2089),tensor(0.4227)
15,tensor(4190),tensor(4188),tensor(0.4015)
16,tensor(4190),tensor(4194),tensor(0.3663)
17,tensor(4190),tensor(4195),tensor(0.4364)
18,tensor(4190),tensor(4196),tensor(0.4285)
19,tensor(4190),tensor(4197),tensor(0.4121)
20,tensor(4190),tensor(4198),tensor(0.4773)
21,tensor(4190),tensor(5754),tensor(0.3541)
22,tensor(4194),tensor(4190),tensor(0.4001)
23,tensor(4194),tensor(4195),tensor(0.4229)
24,tensor(4195),tensor(4190),tensor(0.3935)
25,tensor(4195),tensor(4194),tensor(0.3519)
26,tensor(4196),tensor(547),tensor(0.3922)
27,tensor(4196),tensor(4190),tensor(0.3667)
28,tensor(4196),tensor(5408),tensor(0.5802)
29,tensor(4196),tensor(8381),tensor(0.3446)
30,tensor(4197),tensor(4190),tensor(0.4171)
31,tensor(4198),tensor(4190),tensor(0.3175)
32,tensor(4246),tensor(5409),tensor(0.5106)
33,tensor(5388),tensor(5403),tensor(0.1086)
34,tensor(5399),tensor(5400),tensor(0.0023)
35,tensor(5399),tensor(5401),tensor(0.7221)
36,tensor(5400),tensor(5399),tensor(0.4200)
37,tensor(5400),tensor(5403),tensor(0.5946)
38,tensor(5401),tensor(5399),tensor(0.3938)
39,tensor(5401),tensor(5403),tensor(0.5688)
40,tensor(5401),tensor(5405),tensor(0.5295)
41,tensor(5401),tensor(5406),tensor(0.3898)
42,tensor(5401),tensor(9585),tensor(0.5181)
43,tensor(5403),tensor(5388),tensor(0.1112)
44,tensor(5403),tensor(5400),tensor(0.2421)
45,tensor(5403),tensor(5401),tensor(1.0000)
46,tensor(5403),tensor(5405),tensor(0.1693)
47,tensor(5403),tensor(5407),tensor(0.2778)
48,tensor(5405),tensor(5401),tensor(0.8504)
49,tensor(5405),tensor(5403),tensor(0.0050)
50,tensor(5405),tensor(5408),tensor(0.0059)
51,tensor(5405),tensor(5409),tensor(0.0043)
52,tensor(5406),tensor(5401),tensor(0.6583)
53,tensor(5407),tensor(5403),tensor(0.4950)
54,tensor(5408),tensor(4196),tensor(0.3661)
55,tensor(5408),tensor(5405),tensor(0.4640)
56,tensor(5409),tensor(4246),tensor(0.4041)
57,tensor(5409),tensor(5405),tensor(0.5552)
58,tensor(5409),tensor(7832),tensor(0.3835)
59,tensor(5754),tensor(4190),tensor(0.4141)
60,tensor(7832),tensor(5409),tensor(0.5190)
61,tensor(8378),tensor(8381),tensor(0.3659)
62,tensor(8381),tensor(4196),tensor(0.4375)
63,tensor(8381),tensor(8378),tensor(0.4023)
64,tensor(8381),tensor(10531),tensor(0.4932)
65,tensor(8381),tensor(11553),tensor(0.4006)
66,tensor(8396),tensor(547),tensor(0.4369)
67,tensor(9585),tensor(5401),tensor(1.0000)
68,tensor(10531),tensor(8381),tensor(0.3935)
69,tensor(11553),tensor(8381),tensor(0.3909)
