,P1,P2,Prob
0,tensor(7527),tensor(8345),tensor(0.8551)
1,tensor(8343),tensor(8344),tensor(0.9368)
2,tensor(8343),tensor(8345),tensor(0.9234)
3,tensor(8344),tensor(8343),tensor(0.9355)
4,tensor(8344),tensor(8347),tensor(0.9046)
5,tensor(8345),tensor(7527),tensor(0.9128)
6,tensor(8345),tensor(8343),tensor(0.9204)
7,tensor(8345),tensor(8347),tensor(0.8746)
8,tensor(8345),tensor(8351),tensor(0.9282)
9,tensor(8345),tensor(8352),tensor(0.9157)
10,tensor(8347),tensor(8344),tensor(0.9240)
11,tensor(8347),tensor(8345),tensor(0.9015)
12,tensor(8347),tensor(8351),tensor(0.9328)
13,tensor(8351),tensor(8345),tensor(0.9220)
14,tensor(8351),tensor(8347),tensor(0.9044)
15,tensor(8351),tensor(8353),tensor(0.9427)
16,tensor(8352),tensor(8345),tensor(0.8916)
17,tensor(8353),tensor(8351),tensor(0.9346)
