,P1,P2,Prob
0,tensor(593),tensor(4137),tensor(0.5170)
1,tensor(4135),tensor(4136),tensor(0.5034)
2,tensor(4135),tensor(4137),tensor(0.5500)
3,tensor(4136),tensor(4135),tensor(0.5045)
4,tensor(4136),tensor(4140),tensor(0.4937)
5,tensor(4136),tensor(4141),tensor(0.4293)
6,tensor(4136),tensor(4665),tensor(0.4719)
7,tensor(4137),tensor(593),tensor(0.4968)
8,tensor(4137),tensor(4135),tensor(0.5509)
9,tensor(4137),tensor(4140),tensor(0.5426)
10,tensor(4137),tensor(4142),tensor(0.5627)
11,tensor(4140),tensor(4136),tensor(0.5254)
12,tensor(4140),tensor(4137),tensor(0.5822)
13,tensor(4140),tensor(4142),tensor(0.5923)
14,tensor(4140),tensor(4143),tensor(0.5761)
15,tensor(4141),tensor(4136),tensor(0.5157)
16,tensor(4142),tensor(4137),tensor(0.5767)
17,tensor(4142),tensor(4140),tensor(0.5627)
18,tensor(4143),tensor(4140),tensor(0.5927)
19,tensor(4665),tensor(4136),tensor(0.5654)
